Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
1;6;Harvard University *;USA;Universities;1
2;7;University of Chinese Academy of Sciences;CHN;Universities;1
3;9;Tsinghua University *;CHN;Universities;1
4;12;Zhejiang University *;CHN;Universities;1
5;13;Harvard Medical School;USA;Universities;1
6;14;Shanghai Jiao Tong University *;CHN;Universities;1
7;16;Peking University *;CHN;Universities;1
8;20;Stanford University *;USA;Universities;1
9;21;University of Oxford *;GBR;Universities;1
10;22;Universidade de Sao Paulo *;BRA;Universities;1
11;23;University College London *;GBR;Universities;1
12;25;Johns Hopkins University *;USA;Universities;1
13;26;University of Pennsylvania *;USA;Universities;1
14;28;University of Michigan, Ann Arbor *;USA;Universities;1
15;30;Huazhong University of Science and Technology *;CHN;Universities;1
16;32;University of Toronto;CAN;Universities;1
17;33;University of Chicago *;USA;Universities;1
18;35;University of Washington *;USA;Universities;1
19;38;University of Amsterdam *;NLD;Universities;1
20;39;University of Cambridge *;GBR;Universities;1
21;41;Sichuan University *;CHN;Universities;1
22;42;Columbia University *;USA;Universities;1
23;43;Central South University *;CHN;Universities;1
24;44;Massachusetts Institute of Technology *;USA;Universities;1
25;48;National University of Singapore *;SGP;Universities;1
26;49;University of California, Los Angeles *;USA;Universities;1
27;50;Imperial College London;GBR;Universities;1
28;51;Sorbonne Universite *;FRA;Universities;1
29;54;University of Melbourne *;AUS;Universities;1
30;55;Cornell University *;USA;Universities;1
31;56;Sun Yat-Sen University *;CHN;Universities;1
32;57;Fudan University *;CHN;Universities;1
33;59;University of California, San Diego *;USA;Universities;1
34;60;Yale University *;USA;Universities;1
35;63;University of Sydney *;AUS;Universities;1
36;64;Xi'an Jiaotong University *;CHN;Universities;1
37;66;University of California, Berkeley *;USA;Universities;1
38;67;Vrije Universiteit Amsterdam *;NLD;Universities;1
39;70;University of Tokyo *;JPN;Universities;1
40;72;Harbin Institute of Technology;CHN;Universities;1
41;73;Monash University, Melbourne *;AUS;Universities;1
42;75;University of California, San Francisco *;USA;Universities;1
43;77;The University of British Columbia;CAN;Universities;1
44;80;University of New South Wales *;AUS;Universities;1
45;82;New York University *;USA;Universities;1
46;83;Duke University *;USA;Universities;1
47;85;University of Science and Technology of China *;CHN;Universities;1
48;86;Tongji University *;CHN;Universities;1
49;87;Wuhan University *;CHN;Universities;1
50;88;Northwestern University, Evanston *;USA;Universities;1
51;89;University of Wisconsin, Madison *;USA;Universities;1
52;90;Utrecht University *;NLD;Universities;1
53;91;Ohio State University, Columbus *;USA;Universities;1
54;92;Tianjin University *;CHN;Universities;1
55;93;Swiss Federal Institute of Technology;CHE;Universities;1
56;94;University of Minnesota, Twin Cities *;USA;Universities;1
57;95;Universidad Nacional Autonoma de Mexico;MEX;Universities;1
58;96;The University of Edinburgh *;GBR;Universities;1
59;97;Universite de Paris Cite *;FRA;Universities;1
60;99;Universitat de Barcelona *;ESP;Universities;1
61;100;University of North Carolina, Chapel Hill *;USA;Universities;1
62;101;The University of Queensland *;AUS;Universities;1
63;102;The University of Manchester *;GBR;Universities;1
64;103;Seoul National University *;KOR;Universities;1
65;104;Kings College London;GBR;Universities;1
66;106;Universita degli Studi di Roma La Sapienza;ITA;Universities;1
67;108;Universitat Autonoma de Barcelona *;ESP;Universities;1
68;109;University of Copenhagen;DNK;Universities;1
69;111;Catholic University of Leuven;BEL;Universities;1
70;112;University of Groningen *;NLD;Universities;1
71;114;University of Pittsburgh *;USA;Universities;1
72;115;University of Illinois at Urbana-Champaign *;USA;Universities;1
73;118;Universite Paris-Saclay *;FRA;Universities;1
74;119;University of Liverpool *;GBR;Universities;1
75;120;Jilin University *;CHN;Universities;1
76;121;Pennsylvania State University *;USA;Universities;1
76;121;Shandong University *;CHN;Universities;1
78;124;Nanyang Technological University *;SGP;Universities;1
79;125;McGill University *;CAN;Universities;1
80;126;Southeast University, Nanjing *;CHN;Universities;1
81;127;Hochschule fur Wirtschaft und Recht Berlin;DEU;Universities;1
82;128;University of Florida *;USA;Universities;1
83;129;Universita degli Studi di Milano;ITA;Universities;1
84;132;Washington University in Saint Louis *;USA;Universities;1
85;135;University of Texas, Austin;USA;Universities;1
86;136;University of California, Davis *;USA;Universities;1
87;137;Erasmus University Rotterdam *;NLD;Universities;1
88;138;Technische Universitat Munchen *;DEU;Universities;1
89;140;University of Southern California *;USA;Universities;1
90;142;Universita degli Studi di Firenze;ITA;Universities;1
91;143;Leiden University *;NLD;Universities;1
92;144;Universita degli Studi di Napoli Federico II;ITA;Universities;1
93;145;South China University of Technology;CHN;Universities;1
94;148;Universita degli Studi di Padova;ITA;Universities;1
95;151;L'Alma Mater Studiorum - Universita di Bologna;ITA;Universities;1
96;152;University of Alberta;CAN;Universities;1
97;155;BeiHang University *;CHN;Universities;1
98;156;Michigan State University;USA;Universities;1
99;158;King Saud University *;SAU;Universities;1
100;160;Aarhus University *;DNK;Universities;1
101;161;The Chinese University of Hong Kong *;HKG;Universities;1
102;162;Nanjing University *;CHN;Universities;1
103;163;University of Electronic Science and Technology of China *;CHN;Universities;1
104;166;Emory University *;USA;Universities;1
105;169;Vanderbilt University *;USA;Universities;1
106;170;Purdue University;USA;Universities;1
107;175;Tehran University of Medical Sciences *;IRN;Universities;1
108;177;Zhengzhou University *;CHN;Universities;1
109;178;The University of Hong Kong *;HKG;Universities;1
110;180;Beijing Institute of Technology;CHN;Universities;1
111;182;Boston University *;USA;Universities;1
112;183;Universitat de Valencia *;ESP;Universities;1
113;184;Amman Arab University;JOR;Universities;1
114;185;Delft University of Technology;NLD;Universities;1
115;186;Chinese Academy of Medical Sciences and Peking Union Medical College *;CHN;Universities;1
116;187;University of Bristol *;GBR;Universities;1
116;187;Universite PSL *;FRA;Universities;1
118;189;University of Nottingham *;GBR;Universities;1
119;190;Ghent University;BEL;Universities;1
120;191;Chongqing University;CHN;Universities;1
121;194;Universitat Zurich;CHE;Universities;1
122;195;University of Glasgow *;GBR;Universities;1
123;197;University of Oslo;NOR;Universities;1
123;197;University of Helsinki;FIN;Universities;1
125;200;Universidade de Lisboa *;PRT;Universities;1
126;201;Kyoto University *;JPN;Universities;1
127;202;Rutgers, The State University of New Jersey;USA;Universities;1
128;204;Yonsei University *;KOR;Universities;1
129;205;Karolinska Institute;SWE;Universities;1
130;206;Northwestern Polytechnical University;CHN;Universities;1
131;207;University of Birmingham;GBR;Universities;1
132;208;California Institute of Technology *;USA;Universities;1
133;209;Ludwig-Maximilians Universitat Munchen *;DEU;Universities;1
134;210;Dalian University of Technology *;CHN;Universities;1
135;211;Universidad Autonoma de Madrid *;ESP;Universities;1
135;211;Indiana University-Bloomington;USA;Universities;1
137;213;Hong Kong Polytechnic University;HKG;Universities;1
138;214;Universidad de Granada *;ESP;Universities;1
139;216;University of Leeds;GBR;Universities;1
140;217;Wageningen University and Research Centre;NLD;Universities;1
141;220;The University of Sheffield;GBR;Universities;1
142;221;Universidad Complutense de Madrid *;ESP;Universities;1
143;222;Icahn School of Medicine at Mount Sinai;USA;Universities;1
144;223;Texas A&M University, College Station *;USA;Universities;1
145;224;Peking University Health Science Center;CHN;Universities;1
146;226;Princeton University;USA;Universities;1
147;227;Lunds University;SWE;Universities;1
147;227;Carnegie Mellon University *;USA;Universities;1
149;229;University of Maryland, College Park *;USA;Universities;1
150;230;University of Arizona *;USA;Universities;1
151;234;Universita degli Studi di Torino;ITA;Universities;1
152;235;University of Calgary *;CAN;Universities;1
153;236;Universidade Estadual Paulista Julio de Mesquita Filho;BRA;Universities;1
154;237;Weill Cornell Medicine;USA;Universities;1
155;238;University of California, Irvine *;USA;Universities;1
156;240;Norwegian University of Science and Technology;NOR;Universities;1
157;242;University of Southampton;GBR;Universities;1
158;243;Ecole Polytechnique Federale de Lausanne;CHE;Universities;1
159;244;University of Utah *;USA;Universities;1
160;247;Georgia Institute of Technology *;USA;Universities;1
161;248;China University of Geosciences;CHN;Universities;1
162;249;BGC Trust University Bangladesh;BGD;Universities;1
163;250;Tel Aviv University;ISR;Universities;1
164;252;Soochow University, Suzhou *;CHN;Universities;1
165;254;Technical University of Denmark;DNK;Universities;1
166;256;Universitat Hamburg *;DEU;Universities;1
167;257;Beijing Normal University *;CHN;Universities;1
168;258;Universidad de Sevilla *;ESP;Universities;1
169;260;Queen Mary, University of London;GBR;Universities;1
170;261;Arizona State University *;USA;Universities;1
171;266;University of Colorado, Denver *;USA;Universities;1
172;268;University of Ljubljana *;SVN;Universities;1
173;274;Capital University of Medical Sciences *;CHN;Universities;1
174;278;Universitat Bern *;CHE;Universities;1
175;279;Aix-Marseille Universite *;FRA;Universities;1
176;281;Universita degli Studi di Pisa;ITA;Universities;1
177;282;Hunan University;CHN;Universities;1
178;283;University of Colorado, Boulder *;USA;Universities;1
179;284;University of Virginia *;USA;Universities;1
180;285;Universidade do Porto *;PRT;Universities;1
181;286;Uppsala University;SWE;Universities;1
182;288;University of Exeter;GBR;Universities;1
183;290;University of Tehran;IRN;Universities;1
184;292;Universitat Heidelberg;DEU;Universities;1
185;293;University of Warwick;GBR;Universities;1
186;294;Charles University *;CZE;Universities;1
187;295;McMaster University *;CAN;Universities;1
188;296;Tashkent Institute of Irrigation and Agricultural Mechanization Engineers;UZB;Universities;1
189;297;University of Science, Malaysia *;MYS;Universities;1
189;297;Universitat Politecnica de Valencia *;ESP;Universities;1
191;299;Cardiff University;GBR;Universities;1
192;301;Newcastle University, Newcastle upon Tyne;GBR;Universities;1
193;306;University of Zagreb;HRV;Universities;1
194;308;Universite Montpellier *;FRA;Universities;1
195;309;Universite Grenoble-Alpes *;FRA;Universities;1
196;316;Aalborg University *;DNK;Universities;1
196;316;University of Auckland;NZL;Universities;1
196;316;Nankai University *;CHN;Universities;1
199;320;Brown University;USA;Universities;1
200;321;Korea University *;KOR;Universities;1
201;322;University of Technology, Sydney;AUS;Universities;1
201;322;University of Iowa *;USA;Universities;1
203;324;Pontificia Universidad Catolica de Chile *;CHL;Universities;1
204;328;University Putra Malaysia;MYS;Universities;1
205;329;Jiangsu University *;CHN;Universities;1
206;330;Jagiellonian University;POL;Universities;1
207;331;University of Colorado, Anschutz Medical Campus;USA;Universities;1
208;332;China University of Mining and Technology;CHN;Universities;1
209;335;London School of Hygiene and Tropical Medicine;GBR;Universities;1
210;336;University of Garmian;IRQ;Universities;1
211;337;University of Gothenburg;SWE;Universities;1
212;338;Xiamen University *;CHN;Universities;1
213;343;Friedrich-Alexander-Universitat Erlangen-Nurnberg *;DEU;Universities;1
214;344;National Taiwan University;TWN;Universities;1
215;346;Universidad Nacional de Colombia *;COL;Universities;1
216;349;The University of Adelaide;AUS;Universities;1
217;351;King Abdulaziz University *;SAU;Universities;1
218;356;Universidade Federal do Rio Grande do Sul;BRA;Universities;1
218;356;ILMA University;PAK;Universities;1
220;359;Tohoku University *;JPN;Universities;1
220;359;Politecnico di Milano;ITA;Universities;1
222;361;University of Waterloo *;CAN;Universities;1
223;362;Shenzhen University;CHN;Universities;1
224;363;Rheinisch-Westfalische Technische Hochschule Aachen;DEU;Universities;1
225;365;Huzhou University;CHN;Universities;1
226;366;Universite de Geneve;CHE;Universities;1
227;367;Australian National University;AUS;Universities;1
228;369;Technische Universitat Dresden *;DEU;Universities;1
229;370;Rheinische Friedrich-Wilhelms-Universitat Bonn *;DEU;Universities;1
229;370;Baylor College of Medicine;USA;Universities;1
231;373;Virginia Polytechnic Institute and State University *;USA;Universities;1
232;374;China Agricultural University;CHN;Universities;1
233;376;Universidade Federal do Rio de Janeiro *;BRA;Universities;1
234;378;Osaka University *;JPN;Universities;1
235;381;Universidade Estadual de Campinas *;BRA;Universities;1
236;382;King Abdullah University of Science and Technology;SAU;Universities;1
237;389;Universitat d'Alacant *;ESP;Universities;1
238;392;Northeastern University, China;CHN;Universities;1
238;392;University of Texas Southwestern Medical Center ;USA;Universities;1
240;396;Universidad de Chile *;CHL;Universities;1
241;400;University of Alabama, Birmingham *;USA;Universities;1
242;401;Wuhan University of Technology *;CHN;Universities;1
243;402;Karlsruher Institut fur Technologie;DEU;Universities;1
244;403;University of Miami *;USA;Universities;1
245;406;University of Warsaw;POL;Universities;1
246;407;City University of Hong Kong *;HKG;Universities;1
247;408;The University of Western Australia;AUS;Universities;1
248;411;University of Science and Technology Beijing;CHN;Universities;1
249;415;Lomonosov  Moscow State University;RUS;Universities;1
250;419;Deakin University *;AUS;Universities;1
251;420;Sungkyunkwan University;KOR;Universities;1
252;421;University of Athens;GRC;Universities;1
253;423;North Carolina State University;USA;Universities;1
254;426;University of Maryland, Baltimore;USA;Universities;1
255;427;Quchan University of Technology;IRN;Universities;1
256;428;University of Cincinnati *;USA;Universities;1
257;430;Universite Paul Sabatier, Toulouse III *;FRA;Universities;1
257;430;University of Belgrade;SRB;Universities;1
259;432;University of Illinois, Chicago *;USA;Universities;1
260;434;Case Western Reserve University;USA;Universities;1
261;435;Medizinische Universitat Wien;AUT;Universities;1
262;438;University of Ottawa;CAN;Universities;1
263;441;Universidade Federal de Minas Gerais;BRA;Universities;1
264;442;The Rockefeller University *;USA;Universities;1
265;443;Queen's University Belfast;GBR;Universities;1
266;445;Universidad de Murcia *;ESP;Universities;1
267;447;University of California, Santa Barbara;USA;Universities;1
268;449;University of Southern Denmark;DNK;Universities;1
269;450;University of Durham;GBR;Universities;1
270;451;Nanjing Medical University *;CHN;Universities;1
270;451;Universidad de Salamanca *;ESP;Universities;1
272;453;Albert-Ludwigs-Universitat Freiburg im Breisgau;DEU;Universities;1
273;454;University College Dublin;IRL;Universities;1
273;454;University of Rochester *;USA;Universities;1
275;458;Radboud University Nijmegen;NLD;Universities;1
276;460;Royal Institute of Technology *;SWE;Universities;1
276;460;University of York;GBR;Universities;1
278;464;National University of Malaysia *;MYS;Universities;1
279;466;Johann Wolfgang Goethe-Universitat Frankfurt am Main *;DEU;Universities;1
280;470;Universitat Wien;AUT;Universities;1
281;471;Universidad del Pais Vasco *;ESP;Universities;1
282;472;Jinan University *;CHN;Universities;1
283;473;Queensland University of Technology;AUS;Universities;1
284;474;Masaryk University;CZE;Universities;1
285;482;Universite de Bordeaux *;FRA;Universities;1
286;487;University of Western Ontario;CAN;Universities;1
287;489;Stockholm University *;SWE;Universities;1
288;491;University of Malaya *;MYS;Universities;1
289;494;Lancaster University *;GBR;Universities;1
290;497;Universitat Politecnica de Catalunya *;ESP;Universities;1
291;502;Universidad de Zaragoza *;ESP;Universities;1
292;505;Universidade de Santiago de Compostela *;ESP;Universities;1
293;507;Johannes Gutenberg-Universitat Mainz *;DEU;Universities;1
294;508;Eberhard-Karls-Universitat Tubingen;DEU;Universities;1
295;512;Hanyang University *;KOR;Universities;1
296;516;Universita degli Studi di Genova;ITA;Universities;1
297;519;Westfalische Wilhelms-Universitat Munster *;DEU;Universities;1
298;520;Universidade de Coimbra *;PRT;Universities;1
299;522;Hokkaido University *;JPN;Universities;1
300;524;Universite de Montreal;CAN;Universities;1
300;524;University of Bath;GBR;Universities;1
302;526;Aalto University;FIN;Universities;1
303;527;University of Georgia;USA;Universities;1
304;531;Southern Medical University *;CHN;Universities;1
305;534;Universidad de Navarra *;ESP;Universities;1
306;537;Northwest A and F University;CHN;Universities;1
307;538;Curtin University *;AUS;Universities;1
307;538;Universitat Basel *;CHE;Universities;1
309;540;Cairo University *;EGY;Universities;1
310;542;Universita Cattolica del Sacro Cuore;ITA;Universities;1
311;544;Nanjing University of Aeronautics and Astronautics;CHN;Universities;1
312;552;Indiana University-Purdue University Indianapolis;USA;Universities;1
313;558;Universitat Leipzig *;DEU;Universities;1
314;560;Oregon Health & Science University *;USA;Universities;1
315;563;University of Bergen;NOR;Universities;1
316;567;Saint Petersburg State University;RUS;Universities;1
317;568;Linkoping University;SWE;Universities;1
318;569;University of Leicester;GBR;Universities;1
319;570;Maastricht University;NLD;Universities;1
320;571;Griffith University;AUS;Universities;1
321;572;University of East Anglia *;GBR;Universities;1
322;576;Universita degli Studi di Catania;ITA;Universities;1
323;577;Iowa State University;USA;Universities;1
324;578;University of Surrey;GBR;Universities;1
325;580;Wayne State University;USA;Universities;1
326;583;University of Nebraska, Lincoln;USA;Universities;1
327;585;Korea Advanced Institute of Science and Technology *;KOR;Universities;1
327;585;Universite de Strasbourg *;FRA;Universities;1
329;587;University of Tennessee, Knoxville *;USA;Universities;1
330;588;University of Strathclyde *;GBR;Universities;1
331;590;Universite Claude Bernard Lyon 1 *;FRA;Universities;1
332;595;University of Pittsburgh Health Sciences;USA;Universities;1
333;596;Eindhoven University of Technology;NLD;Universities;1
334;597;Universita degli Studi di Milano-Bicocca;ITA;Universities;1
335;600;Trinity College Dublin *;IRL;Universities;1
336;602;Nagoya University *;JPN;Universities;1
337;606;George Washington University *;USA;Universities;1
338;610;State University of New York, Stony Brook *;USA;Universities;1
339;611;Kyushu University *;JPN;Universities;1
340;613;Universita degli Studi di Roma Tor Vergata;ITA;Universities;1
341;614;University of Twente;NLD;Universities;2
342;619;Universitat Duisburg Essen *;DEU;Universities;1
343;621;Ton Duc Thang University;VNM;Universities;1
344;623;Universita degli Studi di Bari;ITA;Universities;1
345;624;Julius-Maximilians-Universitat Wurzburg *;DEU;Universities;1
346;626;Univerzitet Singidunum;SRB;Universities;1
347;628;University of Connecticut, Storrs *;USA;Universities;1
347;628;University of Antwerp;BEL;Universities;1
349;634;Nanchang University *;CHN;Universities;1
350;635;Sumathi Reddy Institute of Technology for Women;IND;Universities;1
351;639;The Hong Kong University of Science and Technology;HKG;Universities;1
352;640;University of Kansas *;USA;Universities;1
352;640;Colorado State University, Fort Collins *;USA;Universities;1
354;645;University of Indonesia;IDN;Universities;1
354;645;Universite de Lausanne;CHE;Universities;1
356;649;Qingdao University *;CHN;Universities;1
357;650;School of Pedagogical and Technological Education;GRC;Universities;1
358;652;Universidade Nova de Lisboa *;PRT;Universities;1
359;660;Freie Universitat Berlin;DEU;Universities;1
359;660;Technische Universitat Berlin *;DEU;Universities;1
361;663;Universita degli Studi di Pavia;ITA;Universities;1
361;663;Xidian University;CHN;Universities;1
363;665;Politecnico di Torino *;ITA;Universities;1
364;681;Heinrich Heine Universitat Dusseldorf  *;DEU;Universities;1
365;682;City University of New York *;USA;Universities;1
366;685;Chalmers University of Technology *;SWE;Universities;1
366;685;Aristotle University of Thessaloniki;GRC;Universities;1
368;689;The University of Reading;GBR;Universities;1
369;690;University of Kentucky *;USA;Universities;1
370;702;Friedrich-Schiller-Universitat Jena *;DEU;Universities;1
371;704;University of California, Riverside;USA;Universities;1
371;704;Northeastern University, USA;USA;Universities;1
371;704;North China Electric Power University;CHN;Universities;1
374;707;London School of Economics and Political Science;GBR;Universities;1
375;712;Southwest Jiaotong University;CHN;Universities;1
375;712;Nanjing University of Science and Technology;CHN;Universities;1
377;716;University of Massachusetts, Amherst;USA;Universities;1
378;718;Universite de Lorraine *;FRA;Universities;1
379;720;Universite du Quebec en Quebec *;CAN;Universities;1
380;726;COMSATS Institute of Information Technology *;PAK;Universities;1
380;726;Loughborough University;GBR;Universities;1
382;730;Nanjing Agricultural University;CHN;Universities;1
383;733;Humboldt-Universitat zu Berlin *;DEU;Universities;1
384;734;Temple University *;USA;Universities;1
384;734;Weizmann Institute of Science;ISR;Universities;1
384;734;Macquarie University *;AUS;Universities;1
387;739;Kyung Hee University *;KOR;Universities;1
387;739;Ruhr-Universitat Bochum *;DEU;Universities;1
389;749;Chulalongkorn University;THA;Universities;1
390;750;University of Oulu;FIN;Universities;1
391;751;Universita degli Studi di Palermo;ITA;Universities;1
392;753;Dalhousie University *;CAN;Universities;1
392;753;Hebrew University of Jerusalem;ISR;Universities;1
394;756;Universidad Politecnica de Madrid *;ESP;Universities;1
395;760;Beijing Jiaotong University;CHN;Universities;1
395;760;State University of New York, Buffalo;USA;Universities;1
395;760;Hohai University;CHN;Universities;1
398;771;University of Manitoba;CAN;Universities;1
399;774;University of Wollongong *;AUS;Universities;1
400;783;Beijing University of Posts and Telecommunications;CHN;Universities;1
401;785;Technion - Israel Institute of Technology *;ISR;Universities;1
402;786;University of Oklahoma *;USA;Universities;1
403;787;Swansea University;GBR;Universities;1
404;789;Krasnoyarsk State Agrarian University;RUS;Universities;1
405;792;Huazhong Agricultural University;CHN;Universities;1
406;793;Universitat zu Koln;DEU;Universities;1
407;800;Universidade do Minho;PRT;Universities;1
408;801;Universidad de Valladolid *;ESP;Universities;1
409;802;Universidade Federal do Parana;BRA;Universities;1
410;804;University of Technology, Malaysia;MYS;Universities;1
411;805;The Nottingham Trent University;GBR;Universities;2
412;806;Universitat Pompeu Fabra *;ESP;Universities;1
413;809;Catholic University of Louvain;BEL;Universities;1
414;812;University of Cape Town;ZAF;Universities;1
414;812;National Yang Ming Chiao Tung University;TWN;Universities;1
416;816;Universite de Rennes 1 *;FRA;Universities;1
417;823;Royal Melbourne Institute of Technology *;AUS;Universities;1
418;831;Universita degli Studi di Perugia;ITA;Universities;1
419;833;University of Sussex *;GBR;Universities;1
420;834;Qatar University;QAT;Universities;1
421;836;South China Agricultural University *;CHN;Universities;1
422;839;Tampere University;FIN;Universities;1
423;841;China Medical University, Shenyang *;CHN;Universities;1
424;843;China Medical University, Taichung *;TWN;Universities;1
425;846;Shahid Beheshti University of Medical Sciences and Health Services *;IRN;Universities;1
426;852;University of South Florida System *;USA;Universities;1
427;855;Universidad de Malaga *;ESP;Universities;1
428;858;Virginia Commonwealth University *;USA;Universities;1
429;870;Jiangnan University *;CHN;Universities;1
430;871;East China Normal University *;CHN;Universities;1
431;872;Universidad Carlos III de Madrid *;ESP;Universities;1
432;881;Tufts University;USA;Universities;1
433;882;Chongqing Medical University *;CHN;Universities;1
434;884;Northumbria University;GBR;Universities;1
435;886;University of Dundee;GBR;Universities;1
436;893;Wenzhou Medical University *;CHN;Universities;1
437;896;University of California, Santa Cruz;USA;Universities;1
438;900;Universidad de Oviedo *;ESP;Universities;1
439;901;KPR Institute of Engineering and Technology;IND;Universities;1
440;903;Duy Tan University;VNM;Universities;1
441;904;Liverpool John Moores University;GBR;Universities;2
442;908;Universite de Lille *;FRA;Universities;1
442;908;University of Turku;FIN;Universities;1
444;913;University of New Mexico *;USA;Universities;1
445;918;University of Notre Dame;USA;Universities;1
446;921;Sejong University;KOR;Universities;1
447;923;Nicolaus Copernicus University;POL;Universities;1
448;925;Universite Libre de Bruxelles;BEL;Universities;1
449;929;Universita degli Studi di Trieste;ITA;Universities;1
450;933;Southern University of Science and Technology;CHN;Universities;1
451;936;Florida State University *;USA;Universities;1
452;939;All India Institute of Medical Sciences;IND;Universities;1
452;939;Vilnius Gediminas Technical University;LTU;Universities;1
454;941;Humanitas University *;ITA;Universities;1
455;944;The University of Kent;GBR;Universities;1
455;944;Georg-August-Universitat Gottingen;DEU;Universities;1
457;950;University of Ulsan *;KOR;Universities;1
457;950;Universita degli Studi di Modena e Reggio Emilia;ITA;Universities;1
459;954;Umea University *;SWE;Universities;1
460;962;Technische Universitat Wien *;AUT;Universities;1
461;963;University of Otago;NZL;Universities;1
462;969;University of Lodz;POL;Universities;1
463;973;Albert Einstein College of Medicine;USA;Universities;1
464;975;University of St. Andrews;GBR;Universities;1
465;979;Universidad de Cordoba *;ESP;Universities;1
466;981;Universita degli Studi della Campania Luigi Vanvitelli;ITA;Universities;1
467;984;Dartmouth College *;USA;Universities;1
468;989;Universidade Federal de Santa Catarina *;BRA;Universities;1
469;995;Mashhad University of Medical Sciences;IRN;Universities;1
469;995;University of Portsmouth;GBR;Universities;2
469;995;Universita degli Studi di Salerno;ITA;Universities;1
472;999;Brunel University;GBR;Universities;2
473;1001;Universita degli Studi di Trento;ITA;Universities;1
474;1002;Medizinische Hochschule Hannover;DEU;Universities;1
474;1002;Universitat Ulm *;DEU;Universities;1
476;1005;University of South Florida;USA;Universities;1
476;1005;Oregon State University;USA;Universities;1
476;1005;Lanzhou University *;CHN;Universities;1
479;1012;Cranfield University;GBR;Universities;1
480;1013;The Manchester Metropolitan University;GBR;Universities;1
481;1014;National University of Defense Technology;CHN;Universities;1
482;1016;Southwest University *;CHN;Universities;1
483;1017;Georgetown University *;USA;Universities;1
484;1020;Universitat Jaume I *;ESP;Universities;1
485;1027;Beijing University of Technology;CHN;Universities;1
485;1027;Universite de Liege;BEL;Universities;1
487;1030;Harvard-MIT Division of Health Sciences and Tecnology;USA;Universities;1
488;1034;Universite de Toulouse;FRA;Universities;1
489;1048;Swedish University of Agricultural Sciences;SWE;Universities;1
490;1050;Universitat Innsbruck *;AUT;Universities;1
491;1055;The University of Newcastle;AUS;Universities;1
492;1061;Universita degli Studi di Messina;ITA;Universities;1
492;1061;Universite Cote d’Azur *;FRA;Universities;1
494;1068;Tabriz University of Medical Sciences;IRN;Universities;1
495;1074;Yangzhou University;CHN;Universities;1
496;1076;University of Tartu;EST;Universities;1
497;1079;University of Aberdeen;GBR;Universities;1
498;1084;Universidad de Buenos Aires *;ARG;Universities;1
499;1090;Tashkent State Technical University;UZB;Universities;1
500;1094;Universita Vita-Salute San Raffaele;ITA;Universities;1
501;1102;Universita degli Studi di Verona;ITA;Universities;1
502;1108;Gadjah Mada University;IDN;Universities;1
502;1108;Universitat Potsdam *;DEU;Universities;1
504;1113;Justus-Liebig-Universitat Giessen *;DEU;Universities;1
505;1119;Laval University;CAN;Universities;1
506;1121;Kyungpook National University *;KOR;Universities;1
507;1123;Tarbiat Modares University;IRN;Universities;1
508;1126;Vrije Universiteit Brussel;BEL;Universities;1
509;1132;Nanjing Forestry University;CHN;Universities;1
509;1132;University of Jyvaskyla;FIN;Universities;2
511;1141;University of Hawaii, Manoa *;USA;Universities;1
512;1143;University of Missouri, Columbia *;USA;Universities;1
513;1144;St Georges University of London;GBR;Universities;2
513;1144;University of Minnesota Health and Medicine;USA;Universities;1
515;1146;Stellenbosch University;ZAF;Universities;1
516;1147;Simon Fraser University;CAN;Universities;1
517;1150;University of the Witwatersrand, Johannesburg;ZAF;Universities;1
517;1150;Universita degli Studi di Brescia;ITA;Universities;1
519;1154;Tianjin Medical University *;CHN;Universities;1
519;1154;Wake Forest University *;USA;Universities;1
521;1157;Ecole Polytechnique;FRA;Universities;1
522;1160;University of Stirling;GBR;Universities;2
523;1166;State University - Higher School of Economics;RUS;Universities;1
524;1175;Ben-Gurion University of the Negev *;ISR;Universities;1
525;1178;Medizinische Universitat Graz *;AUT;Universities;1
526;1186;Harbin Medical University *;CHN;Universities;1
527;1193;Universidad de Castilla-La Mancha *;ESP;Universities;1
527;1193;Rice University;USA;Universities;1
529;1199;Universidad Nacional de Educacion a Distancia *;ESP;Universities;1
530;1202;La Trobe University *;AUS;Universities;1
531;1210;University of South Carolina *;USA;Universities;1
532;1212;University of Tsukuba *;JPN;Universities;1
532;1212;Universidade de Aveiro;PRT;Universities;1
534;1223;Ecole Pratique des Hautes Etudes;FRA;Universities;1
534;1223;Singapore Management University;SGP;Universities;1
536;1225;University of Central Florida;USA;Universities;1
537;1231;Nanjing University of Information Science and Technology;CHN;Universities;1
538;1235;University of Tromso - The Arctic University of Norway;NOR;Universities;1
539;1236;Universita degli Studi di Parma;ITA;Universities;1
540;1239;Medizinische Universitat Innsbruck *;AUT;Universities;1
541;1242;University of Greenwich;GBR;Universities;2
542;1253;Swinburne University of Technology *;AUS;Universities;1
542;1253;Christian-Albrechts-Universitat zu Kiel;DEU;Universities;1
542;1253;Shandong University of Science and Technology;CHN;Universities;1
545;1256;Qazvin University of Medical Sciences;IRN;Universities;1
546;1259;Scuola Internazionale Superiore di Studi Avanzati *;ITA;Universities;1
547;1269;University of Massachusetts Medical School;USA;Universities;1
548;1270;Beijing University of Chemical Technology;CHN;Universities;1
548;1270;Shanghai University;CHN;Universities;1
550;1273;Universidad de Antioquia *;COL;Universities;1
551;1274;Kremenchuk Mykhailo Ostrohradskyi National University;UKR;Universities;1
