Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
829;2236;Universidad Pablo de Olavide *;ESP;Universities;2
830;2240;Universita degli Studi di Foggia;ITA;Universities;2
830;2240;Petronas University of Technology;MYS;Universities;1
830;2240;Gachon University;KOR;Universities;1
833;2245;Universita degli Studi del Piemonte Orientale Amedeo Avogadro;ITA;Universities;1
834;2248;Universita degli Studi Roma Tre;ITA;Universities;1
835;2250;Bangabandhu Sheikh Mujibur Rahman Agricultural University;BGD;Universities;1
835;2250;Pontificia Universidad Catolica de Valparaiso *;CHL;Universities;1
835;2250;Medical University of Lublin;POL;Universities;1
838;2258;Copenhagen Business School;DNK;Universities;2
839;2260;Saint Petersburg Mining University;RUS;Universities;1
839;2260;AlbaNova University Center;SWE;Universities;2
841;2266;Universidade Estadual de Maringa;BRA;Universities;1
841;2266;Universitat Augsburg;DEU;Universities;3
843;2275;Taipei Medical University;TWN;Universities;1
844;2282;Universidade da Coruna;ESP;Universities;2
845;2286;Universitas Negeri Yogyakarta;IDN;Universities;1
845;2286;Institut Polytechnique de Grenoble *;FRA;Universities;1
847;2290;Universite Paris Dauphine;FRA;Universities;1
847;2290;University of Oklahoma Health Sciences Center;USA;Universities;2
849;2299;Universidad de la Costa;COL;Universities;1
850;2303;Dnipro University of Technology;UKR;Universities;1
850;2303;Technological University Dublin;IRL;Universities;2
852;2307;Comenius University in Bratislava;SVK;Universities;1
852;2307;Donghua University;CHN;Universities;1
852;2307;Beijing University of Chinese Medicine *;CHN;Universities;1
852;2307;Orebro Universitet;SWE;Universities;2
852;2307;Universite de Fribourg;CHE;Universities;2
857;2317;University of Stavanger;NOR;Universities;1
858;2322;Medical University of Lodz;POL;Universities;1
859;2330;Carol Davila University of Medicine and Pharmacy;ROU;Universities;1
860;2334;Hebei Medical University *;CHN;Universities;1
860;2334;Brawijaya University;IDN;Universities;1
860;2334;Free University of Bozen;ITA;Universities;3
860;2334;Al-Azhar University *;EGY;Universities;1
860;2334;Heriot-Watt University *;MUL;Universities;2
865;2342;Universite de Haute-Alsace Mulhouse-Colmar *;FRA;Universities;2
866;2343;Iran University of Science and Technology;IRN;Universities;1
866;2343;Graduate School of Public Health and Health Policy;USA;Universities;1
866;2343;Kaunas University of Technology ;LTU;Universities;1
869;2347;University of Teesside;GBR;Universities;3
869;2347;South China Normal University;CHN;Universities;1
871;2361;North-West University;ZAF;Universities;1
871;2361;University of Patras;GRC;Universities;1
873;2365;University of Shanghai for Science and Technology;CHN;Universities;1
873;2365;Institut National des Sciences Appliquees de Toulouse *;FRA;Universities;2
875;2372;Fujian Agriculture and Forestry University;CHN;Universities;1
875;2372;University of Crete;GRC;Universities;1
877;2378;Universitas Pelita Harapan;IDN;Universities;1
878;2382;University of Malaysia, Pahang;MYS;Universities;1
878;2382;Montpellier SupAgro, Centre International d'Etudes Superieures en Sciences Agronomiques *;FRA;Universities;2
878;2382;Memorial University of Newfoundland;CAN;Universities;1
881;2388;Quaid-i-Azam University;PAK;Universities;1
882;2389;Czech Technical University in Prague;CZE;Universities;1
883;2391;Guangxi Medical University *;CHN;Universities;1
884;2394;Heriot-Watt University, United Kingdom;GBR;Universities;1
884;2394;Clemson University;USA;Universities;1
886;2408;Institut National des Sciences Appliquees de Rennes *;FRA;Universities;1
887;2411;Otto-von-Guericke-Universitat Magdeburg *;DEU;Universities;2
888;2414;Islamic Azad University, Urmia;IRN;Universities;1
888;2414;Universita degli Studi della Tuscia;ITA;Universities;3
890;2424;Universite de Franche-Comte *;FRA;Universities;2
890;2424;Dalian Medical University *;CHN;Universities;1
892;2428;Indian Institute of Technology, Kharagpur;IND;Universities;1
892;2428;Ecole Nationale Superieure de Chimie de Rennes *;FRA;Universities;1
894;2437;Donald and Barbara Zucker School of Medicine at Hofstra/Northwell;USA;Universities;2
894;2437;Goldsmiths, University of London;GBR;Universities;3
894;2437;Universitat Hohenheim;DEU;Universities;2
894;2437;Kobe University *;JPN;Universities;1
894;2437;Carleton University;CAN;Universities;1
899;2445;Kafrelsheikh University;EGY;Universities;1
899;2445;Johannes Kepler Universitat Linz;AUT;Universities;2
901;2450;Medical University of Silesia;POL;Universities;1
902;2455;State University of New York, Albany;USA;Universities;2
903;2460;Universita degli Studi Guglielmo Marconi;ITA;Universities;3
904;2461;Airlangga university;IDN;Universities;1
905;2464;Indian Institute of Technology, Delhi;IND;Universities;1
905;2464;Royal Veterinary College, University of London;GBR;Universities;2
905;2464;China Pharmaceutical University;CHN;Universities;1
908;2486;Universidad Nacional de La Plata *;ARG;Universities;1
909;2489;Ulsan National Institute of Science and Technology *;KOR;Universities;1
910;2490;Universita Telematica internazionale UNINETTUNO;ITA;Universities;3
910;2490;Universitat Salzburg;AUT;Universities;2
912;2504;Instituto Tecnologico y de Estudios Superiores de Monterrey *;MEX;Universities;1
913;2511;Dongguk University *;KOR;Universities;1
913;2511;Golestan University;IRN;Universities;1
915;2518;Universita degli Studi della Basilicata;ITA;Universities;3
915;2518;Universite de Bretagne Occidentale *;FRA;Universities;1
915;2518;Hofstra University *;USA;Universities;2
918;2528;Ajou University;KOR;Universities;1
918;2528;Concordia University;CAN;Universities;1
920;2531;Riphah International University;PAK;Universities;1
921;2538;Zhejiang Normal University;CHN;Universities;1
921;2538;Zuyd University of Applied Sciences;NLD;Universities;3
923;2544;Universitat Ramon Llull *;ESP;Universities;2
924;2546;Bilkent University;TUR;Universities;1
925;2548;Universite Francois Rabelais de Tours *;FRA;Universities;1
926;2551;Palacky University *;CZE;Universities;1
927;2554;Universita degli Studi di Sassari;ITA;Universities;2
928;2561;Pomeranian Medical University;POL;Universities;1
928;2561;Bar-Ilan University;ISR;Universities;1
928;2561;Okinawa Institute of Science and Technology Graduate University;JPN;Universities;1
928;2561;King Faisal University;SAU;Universities;1
932;2572;University of Technology, Iraq;IRQ;Universities;1
932;2572;Waseda University;JPN;Universities;1
932;2572;Mansoura University *;EGY;Universities;1
935;2576;Universitat Rostock *;DEU;Universities;1
936;2580;IMT Atlantique *;FRA;Universities;2
937;2585;Kunming University of Science and Technology;CHN;Universities;1
938;2593;Universita degli Studi di Napoli Parthenope;ITA;Universities;3
939;2598;Okayama University *;JPN;Universities;1
939;2598;University of Nevada-Reno;USA;Universities;1
939;2598;Medical University of Gdansk;POL;Universities;1
942;2601;University of Life Sciences in Lublin;POL;Universities;2
943;2605;Universidade Federal de Goias;BRA;Universities;1
944;2610;University of Defence *;SRB;Universities;2
945;2612;University of Jordan;JOR;Universities;1
945;2612;University of Cyprus;CYP;Universities;1
947;2623;Carl von Ossietzky Universitat Oldenburg;DEU;Universities;2
948;2630;Universidad de Leon, Spain *;ESP;Universities;2
948;2630;Shandong Agricultural University;CHN;Universities;1
950;2639;Korea University of Science and Technology;KOR;Universities;1
951;2643;Khalifa University *;ARE;Universities;1
951;2643;University of Rijeka;HRV;Universities;1
953;2646;Universite Savoie Mont Blanc *;FRA;Universities;2
953;2646;Universidade Federal de Vicosa;BRA;Universities;1
953;2646;Universitat Mannheim;DEU;Universities;3
956;2656;University of the Punjab, Lahore;PAK;Universities;1
956;2656;China University of Petroleum, Beijing;CHN;Universities;1
958;2662;Wirtschaftsuniversitat Wien;AUT;Universities;2
958;2662;Universidade Federal de Santa Maria;BRA;Universities;1
960;2668;Universitat St Gallen;CHE;Universities;2
961;2675;Utah State University *;USA;Universities;1
961;2675;University of Southern Queensland;AUS;Universities;2
963;2683;Khon Kaen University;THA;Universities;1
964;2686;Postgraduate Institute of Medical Education and Research;IND;Universities;1
965;2692;Universitas Negeri Surabaya;IDN;Universities;2
965;2692;Padjadjaran University;IDN;Universities;1
967;2698;Gdansk University of Technology;POL;Universities;1
968;2701;National Taiwan Normal University;TWN;Universities;1
968;2701;Chungnam National University;KOR;Universities;1
968;2701;Huazhong Normal University;CHN;Universities;1
971;2711;Ankara University;TUR;Universities;1
971;2711;Universitat Bayreuth;DEU;Universities;2
971;2711;University of Westminster;GBR;Universities;2
974;2716;Ecole Nationale des Ponts ParisTech;FRA;Universities;2
974;2716;Graduate University for Advanced Studies;JPN;Universities;1
976;2721;Iuliu Hatieganu University of Medicine and Pharmacy Cluj Napoca;ROU;Universities;1
976;2721;Dhaka Medical College *;BGD;Universities;1
978;2726;New Valley University;EGY;Universities;1
978;2726;University of Arkansas, Fayetteville;USA;Universities;2
978;2726;University of Agriculture in Krakow;POL;Universities;2
978;2726;Universite Capitole, Toulouse I *;FRA;Universities;2
978;2726;City University of New York Graduate Center;USA;Universities;1
978;2726;Zhejiang Chinese Medical University *;CHN;Universities;1
984;2733;University of Vaasa;FIN;Universities;3
984;2733;Renmin University of China;CHN;Universities;1
984;2733;Universidade Federal Fluminense;BRA;Universities;1
987;2739;Brigham Young University;USA;Universities;1
988;2743;University of Texas, Arlington;USA;Universities;2
988;2743;University of Sharjah;ARE;Universities;1
990;2746;University of Iceland;ISL;Universities;1
990;2746;Politecnico di Bari;ITA;Universities;3
990;2746;University of Sierra Leone;SLE;Universities;1
990;2746;Universidad de Cadiz *;ESP;Universities;1
994;2753;Universitas Negeri Makassar;IDN;Universities;2
995;2756;Universitas Pendidikan Ganesha;IDN;Universities;1
996;2758;Juntendo University *;JPN;Universities;1
997;2762;Guangzhou Medical University *;CHN;Universities;1
998;2770;Augusta University *;USA;Universities;2
998;2770;University of the Highlands and Islands;GBR;Universities;3
998;2770;Jimma University *;ETH;Universities;1
1001;2773;Veterinarmedizinische Universitat Wien *;AUT;Universities;2
1002;2779;Vilnius University;LTU;Universities;1
1002;2779;Brandeis University;USA;Universities;2
1004;2783;Soon Chun Hyang University *;KOR;Universities;1
1004;2783;Tun Hussein Onn University of Malaysia;MYS;Universities;1
1006;2788;Torrens University Australia;AUS;Universities;3
1006;2788;King Khalid University;SAU;Universities;1
1008;2791;University of Agder;NOR;Universities;2
1008;2791;Lulea University of Technology;SWE;Universities;2
1008;2791;Changsha University of Science and Technology;CHN;Universities;1
1011;2803;Sriwijaya University;IDN;Universities;2
1012;2809;Universidade Federal de Sao Carlos;BRA;Universities;1
1012;2809;University of Canterbury;NZL;Universities;1
1012;2809;Montana State University, Bozeman;USA;Universities;2
1015;2814;Ningbo University;CHN;Universities;1
1015;2814;Universitat zu Lubeck;DEU;Universities;2
1015;2814;Universite des Antilles, Guadeloupe *;GLP;Universities;1
1015;2814;National University of Science and Technology, Islamabad;PAK;Universities;1
1019;2820;Victoria University of Wellington;NZL;Universities;1
1020;2822;Universidad Austral de Chile *;CHL;Universities;1
1020;2822;Universidad de La Rioja *;ESP;Universities;1
1020;2822;TBS Education;FRA;Universities;2
1023;2830;Ecole Nationale du Genie de l'Eau et de l'Environnement de Strasbourg *;FRA;Universities;1
1023;2830;Hainan University;CHN;Universities;1
1023;2830;Universitat de Girona *;ESP;Universities;2
1023;2830;University of Mississippi Medical Center;USA;Universities;2
1027;2839;Australian Catholic University;AUS;Universities;2
1028;2843;Indian Institute of Technology, Madras;IND;Universities;1
1028;2843;Universite d'Orleans *;FRA;Universities;2
1030;2848;Moscow State University of Civil Engineering;RUS;Universities;1
1031;2850;University of Alabama, Tuscaloosa;USA;Universities;2
1032;2855;Uniformed Services University of the Health Sciences;USA;Universities;2
1032;2855;Addis Ababa University;ETH;Universities;1
1034;2862;Future University in Egypt;EGY;Universities;1
1034;2862;Royal College of Surgeons *;IRL;Universities;2
1034;2862;Sri Ramaswamy Memorial University;IND;Universities;1
1034;2862;Chengdu University of Traditional Chinese Medicine;CHN;Universities;1
1034;2862;University of Information Technology and Communications;IRQ;Universities;1
1039;2874;Tokyo Medical and Dental University;JPN;Universities;1
1039;2874;Universitat Oberta de Catalunya;ESP;Universities;1
1041;2879;Edith Cowan University;AUS;Universities;2
1041;2879;Komar University of Science and Technology;IRQ;Universities;1
1043;2887;Northwest University, Xi'an;CHN;Universities;1
1043;2887;Nantong University *;CHN;Universities;1
1043;2887;Oklahoma State University, Stillwater *;USA;Universities;1
1043;2887;Shantou University *;CHN;Universities;1
1047;2893;Jordan University of Science and Technology;JOR;Universities;1
1047;2893;Northeast Forestry University;CHN;Universities;1
1047;2893;Texas Tech University;USA;Universities;2
1050;2903;Taylors University;MYS;Universities;1
1050;2903;University of West London;GBR;Universities;2
1052;2908;Makerere University *;UGA;Universities;1
1053;2912;University of Haripur;PAK;Universities;1
1053;2912;Istanbul Gelisim University;TUR;Universities;1
1053;2912;Inje University *;KOR;Universities;1
1056;2916;Jamia Millia Islamia Central University;IND;Universities;1
1057;2922;Universidade Federal da Bahia;BRA;Universities;1
1058;2926;European University of Lefke;CYP;Universities;1
1058;2926;University of Connecticut Health Center;USA;Universities;1
1058;2926;Universidade Federal do Rio Grande do Norte;BRA;Universities;1
1061;2930;I.M. Sechenov First Moscow State Medical University;RUS;Universities;1
1062;2940;National Tsing Hua University;TWN;Universities;1
1063;2944;Ivano-Frankivsk National Technical University of Oil and Gas;UKR;Universities;1
1064;2952;Sherbrooke University *;CAN;Universities;1
1065;2954;London South Bank University;GBR;Universities;3
1065;2954;Universidad de Huelva *;ESP;Universities;2
1065;2954;University of Malakand;PAK;Universities;1
1065;2954;Chiba University *;JPN;Universities;1
1069;2961;Universitat Kassel;DEU;Universities;2
1069;2961;Tomsk State University;RUS;Universities;1
1071;2968;Covenant University;NGA;Universities;1
1071;2968;Transilvania University of Brasov;ROU;Universities;1
1073;2973;Kingston University;GBR;Universities;3
1073;2973;San Diego State University;USA;Universities;1
1073;2973;Wollo University;ETH;Universities;2
1076;2978;University of Pecs;HUN;Universities;1
1076;2978;King Saud bin Abdulaziz University for Health Sciences *;SAU;Universities;1
1076;2978;Ecole Centrale de Nantes *;FRA;Universities;3
1079;2991;Alfaisal University;SAU;Universities;1
1079;2991;Hong Kong Baptist University;HKG;Universities;2
1079;2991;Northern Arizona University;USA;Universities;1
1082;2995;Koc University;TUR;Universities;1
1082;2995;University of Medicine and Pharmacy Victor Babes;ROU;Universities;1
1082;2995;Universite de Technologie de Belfort-Montbeliard *;FRA;Universities;2
1085;3003;Indian Institute of Technology, Bombay *;IND;Universities;1
1086;3007;Linnaeus University;SWE;Universities;2
1086;3007;Universite de Neuchatel;CHE;Universities;2
1088;3011;Nord University;NOR;Universities;3
1088;3011;Cha University *;KOR;Universities;1
1090;3013;Guizhou University;CHN;Universities;1
1090;3013;Universita degli Studi di Camerino;ITA;Universities;1
1090;3013;Universite Gustave Eiffel *;FRA;Universities;2
1093;3020;Academy of Scientific and Innovative Research;IND;Universities;1
1094;3026;Aga Khan University *;PAK;Universities;1
1094;3026;University of Delhi *;IND;Universities;1
1094;3026;Universite Paul Valery, Montpellier III *;FRA;Universities;1
1097;3031;State University of Bangladesh;BGD;Universities;1
1097;3031;Universita degli Studi del Molise;ITA;Universities;3
1097;3031;Bandung Institute of Technology;IDN;Universities;1
1100;3038;Saint Louis University, Saint Louis *;USA;Universities;2
1100;3038;Zayed University;ARE;Universities;1
1102;3040;University of Malaysia, Perlis;MYS;Universities;2
1102;3040;Ewha Womans University *;KOR;Universities;1
1102;3040;Hungarian University of Agriculture and Life Sciences;HUN;Universities;2
1105;3056;Alexandru Ioan Cuza University;ROU;Universities;1
1105;3056;Birmingham City University;GBR;Universities;2
1107;3060;Colorado School of Public Health;USA;Universities;2
1107;3060;Ecole Centrale Marseille *;FRA;Universities;2
1109;3069;Institut d'Etudes Politiques de Paris-Sciences Po;FRA;Universities;1
1109;3069;Najran University;SAU;Universities;2
1111;3082;Malmo University;SWE;Universities;2
1111;3082;Xi'an University of Architecture and Technology;CHN;Universities;1
1113;3085;Lithuanian University of Health Sciences;LTU;Universities;1
1114;3089;Universite Paris-Nord 13 *;FRA;Universities;1
1115;3092;Makerere University College of Health Sciences;UGA;Universities;1
1115;3092;University of Abertay Dundee;GBR;Universities;3
1117;3098;Bucharest Academy of Economic Studies;ROU;Universities;1
1117;3098;Universidad Francisco de Vitoria *;ESP;Universities;1
1117;3098;American University of Beirut *;LBN;Universities;1
1120;3102;Tallinn University of Technology;EST;Universities;1
1121;3110;Almaarefa University;SAU;Universities;2
1122;3115;New York University, Abu Dhabi;ARE;Universities;1
1123;3116;Universidade do Estado do Rio de Janeiro *;BRA;Universities;1
1123;3116;University of Ghana;GHA;Universities;1
1123;3116;University of Szczecin;POL;Universities;2
1123;3116;Gyeongsang National University *;KOR;Universities;1
1127;3139;Pontificia Universidade Catolica do Rio Grande do Sul;BRA;Universities;1
1127;3139;Universita degli Studi Mediterranea di Reggio Calabria;ITA;Universities;3
1127;3139;Universidad Nacional de Cordoba *;ARG;Universities;1
1127;3139;Southwestern University of Finance and Economics;CHN;Universities;1
1131;3146;University of Applied Sciences and Arts of Southern Switzerland *;CHE;Universities;2
1131;3146;Umm Al-Qura University;SAU;Universities;1
1131;3146;Islamic Azad University, Ardabil Branch;IRN;Universities;1
1131;3146;Kasetsart University;THA;Universities;1
1135;3152;University of Montana, Missoula;USA;Universities;2
1136;3158;Universitas Negeri Jakarta;IDN;Universities;2
1137;3160;Universitas Sultan Ageng Tirtayasa;IDN;Universities;2
1138;3163;Universidad del Rosario *;COL;Universities;1
1138;3163;Inha University;KOR;Universities;1
1140;3169;Ecole Superieure de Physique et de Chimie Industrielles de la Ville de Paris;FRA;Universities;1
1141;3175;Lublin University of Technology;POL;Universities;2
1142;3178;University of Humanistic Studies;NLD;Universities;4
1143;3181;Audencia Nantes, School of Management;FRA;Universities;3
1143;3181;Lodz University of Technology;POL;Universities;1
1143;3181;Nanjing University of Chinese Medicine *;CHN;Universities;1
1146;3186;Boston College;USA;Universities;2
1146;3186;Andalas University;IDN;Universities;1
1148;3196;Jember University;IDN;Universities;2
1148;3196;University of New Hampshire;USA;Universities;2
1148;3196;Universitas Riau;IDN;Universities;2
1148;3196;Don State Technical University;RUS;Universities;1
1152;3213;Jeju National University *;KOR;Universities;2
1152;3213;University of Arkansas for Medical Sciences;USA;Universities;2
1154;3218;Hasselt University;BEL;Universities;2
1155;3222;Universite du Quebec en Montreal;CAN;Universities;1
1156;3228;Universite Jean Monnet *;FRA;Universities;1
1156;3228;Syracuse University;USA;Universities;2
1158;3235;Universidad Catolica de Avila;ESP;Universities;3
1159;3241;Politehnica University of Bucharest;ROU;Universities;1
1160;3250;ShanghaiTech University *;CHN;Universities;1
1160;3250;University of Sulaimani;IRQ;Universities;1
1162;3259;Rennes School of Business;FRA;Universities;3
1162;3259;Negeri Malang University;IDN;Universities;2
1162;3259;Mohammad Ali Jinnah University;PAK;Universities;1
1162;3259;Ecole Nationale Superieure des Mines de Paris;FRA;Universities;1
1166;3265;University of Zilina;SVK;Universities;1
1166;3265;Abadan University of Medical Sciences;IRN;Universities;1
1168;3269;University of Nevada-Las Vegas;USA;Universities;2
1168;3269;University West;SWE;Universities;3
1170;3276;Leuphana Universitat Luneburg;DEU;Universities;2
1171;3278;Ukrainian State University of Railway Transport;UKR;Universities;1
1172;3289;Islamic University, Najaf;IRQ;Universities;1
1172;3289;National Research Nuclear University MEPhI;RUS;Universities;1
1172;3289;Amity University *;IND;Universities;1
1175;3295;Tribhuvan University *;NPL;Universities;1
1175;3295;Kermanshah University of Technology;IRN;Universities;1
1175;3295;The Islamia University of Bahawalpur;PAK;Universities;1
1178;3305;Jahangirnagar University;BGD;Universities;1
1178;3305;University of Texas, San Antonio;USA;Universities;2
1178;3305;AgroParisTech, Institut des Sciences et Industries du Vivant et de l'Environnement;FRA;Universities;1
1178;3305;Isfahan University of Medical Sciences *;IRN;Universities;1
1182;3311;Universite Mohammed Premier Oujda *;MAR;Universities;1
1182;3311;University of Mataram;IDN;Universities;3
1184;3315;Institute of Tropical Medicine Antwerp;BEL;Universities;3
1185;3324;AgroSup Dijon, Institut National Superieur des Sciences Agronomiques, de l'Alimentation et de l'Environnement *;FRA;Universities;3
1186;3328;Sumy State University;UKR;Universities;1
1186;3328;Universita Commerciale Luigi Bocconi;ITA;Universities;1
1188;3335;Saveetha Institute of Medical and Technical Sciences *;IND;Universities;1
1189;3337;Lee Kuan Yew School of Public Policy;SGP;Universities;1
1190;3342;University of Tabriz;IRN;Universities;1
1190;3342;University of Agriculture, Faisalabad;PAK;Universities;1
1192;3349;Universita Campus Bio-Medico di Roma;ITA;Universities;3
1192;3349;Queen Margaret University, Edinburgh;GBR;Universities;4
1194;3354;University of Medicine and Pharmacy Craiova;ROU;Universities;2
1194;3354;University of Haifa;ISR;Universities;1
1196;3358;University of East Sarajevo;BIH;Universities;1
1197;3364;Kangwon National University *;KOR;Universities;1
1197;3364;Henan Polytechnic University;CHN;Universities;2
1199;3368;West Pomeranian University of Technology;POL;Universities;1
1200;3370;Taiyuan University of Technology;CHN;Universities;1
1201;3374;Universidad de Talca *;CHL;Universities;1
1202;3383;Kabul University;AFG;Universities;1
1202;3383;Sharif University of Technology;IRN;Universities;1
1202;3383;Holy Spirit University of Kaslik;LBN;Universities;2
1202;3383;Universitat Klagenfurt;AUT;Universities;2
1206;3391;Technical University in Zvolen;SVK;Universities;1
1207;3396;Hong Kong Institute of Education;HKG;Universities;2
1207;3396;University of Bojnord;IRN;Universities;1
1207;3396;University of Mons;BEL;Universities;3
1210;3400;Christopher Newport University;USA;Universities;3
1210;3400;Universitas Ahmad Dahlan Yogyakarta;IDN;Universities;2
1212;3403;University of South Bohemia;CZE;Universities;1
1212;3403;University of Derby;GBR;Universities;3
1212;3403;Shandong Normal University;CHN;Universities;1
1215;3411;University of Rhode Island;USA;Universities;2
1215;3411;Universita degli Studi di Teramo;ITA;Universities;3
1217;3415;Siberian Federal University;RUS;Universities;1
1217;3415;University of Ioannina;GRC;Universities;1
1217;3415;University of Boras;SWE;Universities;2
1217;3415;University of Bucharest;ROU;Universities;1
1221;3421;Poznan University of Technology;POL;Universities;2
1221;3421;Western Norway University of Applied Sciences;NOR;Universities;2
1223;3426;Instituto Politecnico Nacional;MEX;Universities;1
1223;3426;University of Kragujevac;SRB;Universities;2
1223;3426;Universidade Federal de Pernambuco;BRA;Universities;1
1226;3429;Shantou University Medical College;CHN;Universities;2
1226;3429;Horbachevsky Ternopil State Medical University;UKR;Universities;1
1228;3431;Universidad de las Palmas de Gran Canaria *;ESP;Universities;1
1228;3431;Hunan Agricultural University;CHN;Universities;2
1230;3437;Kyiv National University of Trade and Economics;UKR;Universities;1
1231;3443;Universidade Federal do Ceara;BRA;Universities;1
1231;3443;Faculte des Sciences Ain Chock;MAR;Universities;1
1233;3446;International Institute for Population Sciences;IND;Universities;1
1233;3446;Atlantic Technological University;IRL;Universities;1
1235;3451;Ecole Nationale de la Statistique et de l Administration Economique;FRA;Universities;3
1236;3456;Yokohama City University *;JPN;Universities;1
1236;3456;Mississippi State University;USA;Universities;2
1236;3456;Ecole Nationale de la Statistique et de l'Analyse de l'Information *;FRA;Universities;3
1236;3456;Agricultural University of Athens;GRC;Universities;1
1236;3456;Haramaya University;ETH;Universities;2
1241;3464;Cyprus International University;CYP;Universities;1
1241;3464;Hanze University of Applied Sciences, Groningen;NLD;Universities;3
1243;3467;Gdansk University of Physical Education and Sport;POL;Universities;2
1243;3467;University of South-Eastern Norway;NOR;Universities;2
1243;3467;Tadeusz Kosciuszko Cracow University of Technology;POL;Universities;1
1243;3467;University of Malta;MLT;Universities;1
1247;3477;Victoria University;AUS;Universities;2
1247;3477;Sultan Qaboos University *;OMN;Universities;1
1247;3477;Universidad de Burgos;ESP;Universities;2
1247;3477;Louisiana State University, Health Sciences Center *;USA;Universities;2
1251;3486;Monash University Malaysia;MYS;Universities;1
1251;3486;Novosibirsk State University;RUS;Universities;1
1253;3490;Anhui Agricultural University;CHN;Universities;1
1253;3490;Amirkabir University of Technology;IRN;Universities;1
1253;3490;Jozef Stefan International Postgraduate School;SVN;Universities;1
1256;3495;Stiftung Tierarztliche Hochschule Hannover;DEU;Universities;3
1256;3495;Universidade Federal da Paraiba;BRA;Universities;1
1256;3495;Debre Markos University;ETH;Universities;3
1256;3495;British University in Dubai;ARE;Universities;2
1256;3495;Universidade da Integracao Internacional da Lusofonia Afro-Brasileira;BRA;Universities;1
1261;3503;Majmaah University;SAU;Universities;2
1261;3503;Universite de Guyane *;GUF;Universities;1
1263;3507;National university of technology;PAK;Universities;1
1263;3507;Hazara University;PAK;Universities;1
1265;3513;Aligarh Muslim University;IND;Universities;1
1265;3513;Auckland University of Technology;NZL;Universities;1
1265;3513;Benha University *;EGY;Universities;1
1265;3513;Murdoch University;AUS;Universities;2
1269;3518;Loyola University of Chicago *;USA;Universities;2
1269;3518;Paracelsus Medizinische Privatuniversitat;AUT;Universities;2
1269;3518;Universitas Jenderal Soedirman;IDN;Universities;3
1272;3521;Universidad Internacional de La Rioja, Logroño;ESP;Universities;3
1272;3521;Hawassa University;ETH;Universities;1
1272;3521;Ecole Nationale Superieure d'Arts et Metiers;FRA;Universities;2
1275;3526;Tata Institute of Fundamental Research;IND;Universities;1
1275;3526;Irbid National University;JOR;Universities;1
1277;3530;Amran University;YEM;Universities;1
1277;3530;Universitat de Vic;ESP;Universities;2
1277;3530;Universidade Federal de Lavras;BRA;Universities;1
1280;3539;University of Sunderland;GBR;Universities;3
1280;3539;Universidad de Puerto Rico *;PRI;Universities;1
1282;3541;HUTECH University of Technology;VNM;Universities;1
1282;3541;Haluoleo University;IDN;Universities;3
1284;3545;Marquette University;USA;Universities;2
1284;3545;Irkutsk State Technical University;RUS;Universities;1
1284;3545;Vytautas Magnus University;LTU;Universities;2
1284;3545;Maritime University of Szczecin;POL;Universities;2
1288;3551;Agrocampus Ouest *;FRA;Universities;2
1289;3554;Muhimbili University of Health and Allied Sciences;TZA;Universities;2
1290;3560;Ecole Nationale Superieur de Mecaniques et des MicroTechniques *;FRA;Universities;1
1290;3560;University of Nottingham China Campus;CHN;Universities;1
1290;3560;Escola Nacional de Saude Publica Sergio Arouca;BRA;Universities;1
1290;3560;Universidad Diego Portales;CHL;Universities;1
1294;3565;University of Chichester;GBR;Universities;4
1294;3565;University of Wroclaw;POL;Universities;1
1294;3565;Deustuko Unibertsitatea *;ESP;Universities;2
1297;3572;European University Institute;ITA;Universities;2
1297;3572;School of Oriental and African Studies;GBR;Universities;3
1299;3575;St Marys University College Twickenham;GBR;Universities;4
1299;3575;Illinois Institute of Technology;USA;Universities;1
1301;3578;California State University, Bakersfield;USA;Universities;3
1302;3582;Southwest Petroleum University;CHN;Universities;1
1302;3582;Kazan Federal University;RUS;Universities;1
1304;3586;University of Toledo *;USA;Universities;2
1305;3589;ISCTE Instituto Universitario de Lisboa;PRT;Universities;1
1305;3589;University of Health Sciences;TUR;Universities;1
1305;3589;Qassim University;SAU;Universities;1
1305;3589;Kwame Nkrumah University of Science and Technology;GHA;Universities;1
1305;3589;Prince of Songkla University;THA;Universities;1
1310;3597;Karlstad University;SWE;Universities;2
1310;3597;University of North Carolina, Greensboro;USA;Universities;2
1312;3606;Brno University of Technology;CZE;Universities;1
1313;3613;Universitatea Lucian Blaga din Sibiu;ROU;Universities;1
1314;3617;Southwest Medical University *;CHN;Universities;2
1314;3617;Corvinus University of Budapest;HUN;Universities;2
1316;3620;Roskilde University;DNK;Universities;3
1316;3620;Anhui University;CHN;Universities;1
1318;3622;Rzeszow University of Technology;POL;Universities;2
1319;3628;Udayana University;IDN;Universities;2
1319;3628;Harran University;TUR;Universities;1
1321;3638;Mondragon Unibertsitatea;ESP;Universities;2
1321;3638;Henan Agricultural University;CHN;Universities;2
1321;3638;Chungbuk National University;KOR;Universities;1
1321;3638;Xuzhou Medical University;CHN;Universities;2
1325;3644;Xi'an University of Technology;CHN;Universities;1
1325;3644;Universidad Privada Norbert Wiener;PER;Universities;1
1325;3644;Dongbei University of Finance and Economics;CHN;Universities;2
1328;3654;University of Malaysia, Sarawak;MYS;Universities;2
1329;3658;Universidade Federal de Pelotas;BRA;Universities;1
