"","Data_set","Variable","Estimate","St. Error","t-value","p-value","r-square","Adj. r-square","F-stat","Corr.P","FDR"
"27","2","Bio8","-0.0344717379728633","0.0398870157080233","-0.864234572603767","0.390369468177882","0.0104102251378932","-0.00352765901509411","0.746901396483618","1","0.529787135384268"
"28","2","Bio9","-0.0630500962110971","0.030514719532833","-2.06621909610727","0.0424573453290671","0.0567198518541265","0.0434342159647481","4.26926135311841","0.806689561252275","0.125996558968694"
"29","2","Bio10","-0.171364273766892","0.0872878140648457","-1.96320959119891","0.0535395441470965","0.0514893261312223","0.0381300208654648","3.85419189897544","1","0.125996558968694"
"30","2","Bio11","-0.0643898592646398","0.0282846246366842","-2.27649686328622","0.0258334307834481","0.0680266752645977","0.0549002904091695","5.18243796855205","0.490835184885514","0.125996558968694"
"31","2","Bio12","-0.0712764572677151","0.0356892051879664","-1.9971433068436","0.0496432527233851","0.0531891831294833","0.0398538195115887","3.98858138807023","0.943221801744317","0.125996558968694"
"32","2","Bio13","-0.0615167694678556","0.0332283468072397","-1.85133403791405","0.06828036481141","0.0460507283998704","0.0326148231660657","3.42743771993919","1","0.125996558968694"
"33","2","Bio14","-0.00558777760363791","0.0200677119746961","-0.278446173170299","0.781479223099772","0.00109081265029276","-0.0129783308335059","0.0775322713531839","1","0.834346803192867"
"34","2","Bio15","0.00423811485603266","0.0331703792024438","0.127768055654921","0.898693727953404","0.000229872161370034","-0.0138513972448078","0.0163246760458387","1","0.898693727953404"
"35","2","Bio16","-0.062229949752121","0.03418877796227","-1.82018643137221","0.0729453762450332","0.044582712832832","0.0311261313234352","3.31307864495154","1","0.125996558968694"
"36","2","Bio17","-0.0138243435495803","0.0232067583545948","-0.595703343756458","0.553267684938838","0.00497320661073531","-0.00904125526798683","0.354862473762625","1","0.700805734255861"
"37","2","Bio18","-0.00727717457998308","0.0272807369867463","-0.266751392512546","0.790433813551137","0.00100119808240647","-0.0130692075784047","0.0711563054073842","1","0.834346803192867"
"38","2","Bio19","-0.0534988021377033","0.0246823879940512","-2.1674889054737","0.0335525955027043","0.0620625069250186","0.0488521196986104","4.69800815535162","0.637499314551382","0.125996558968694"
"39","3","Bio1","-0.0341304643027815","0.037381565682312","-0.913029288094562","0.364317143876732","0.0116049066179268","-0.00231615103534177","0.833622480918466","1","0.773658389461425"
"40","3","Bio2","0.0811132513217857","0.097281109331511","0.833802696938528","0.407188626032329","0.00969697659272068","-0.00425095331442393","0.695226937421978","1","0.773658389461425"
"41","3","Bio3","-0.0591165244239798","0.0486061524526924","-1.21623542372577","0.22792330377316","0.0204090004043517","0.00661194407201859","1.47922860592543","1","0.773658389461425"
"42","3","Bio4","0.0343900719610514","0.0199572225028562","1.72318928428691","0.0892070982682862","0.0401433844235853","0.0266242771619456","2.96938130948127","1","0.773658389461425"
"43","3","Bio5","0.00507411982161719","0.148249558720157","0.0342268797655941","0.972792274721568","1.64994361935285e-05","-0.0140677752196348","0.00117147929848846","1","0.972792274721568"
"44","3","Bio6","-0.0475543454560837","0.038212589073382","-1.24446803028086","0.217419809942505","0.0213470491395365","0.00756320476122019","1.54870067839114","1","0.773658389461425"
"45","3","Bio7","0.06203065066118","0.042726468119361","1.45180852505503","0.15095954022246","0.0288307060643163","0.0151522653046587","2.10774799342247","1","0.773658389461425"
"46","3","Bio8","0.0173887034111276","0.0366682993839094","0.474216249547641","0.636800907630572","0.0031573383909613","-0.0108826990964899","0.224881051335032","1","0.864229803212919"
"47","3","Bio9","-0.0491086490990703","0.0385194079532543","-1.27490664339044","0.206498655837314","0.022380423948645","0.00861113414510484","1.62538694936109","1","0.773658389461425"
"48","3","Bio10","-0.0113265115620121","0.105056185738974","-0.107813847250787","0.914447451486234","0.000163689055858714","-0.0139185125067347","0.0116238256590163","1","0.965250087679914"
"49","3","Bio11","-0.0442159845437691","0.0386871916417832","-1.14291016399378","0.256915193146537","0.0180654335939559","0.00423536927837787","1.3062436429603","1","0.773658389461425"
"50","3","Bio12","-0.013776689433031","0.0362544861862841","-0.379999577493477","0.705080097800412","0.00202967035419455","-0.0120262497816619","0.144399678895222","1","0.893101457213855"
"51","3","Bio13","-0.0231063288584411","0.0333168982719102","-0.693531812891546","0.490238599244114","0.0067288715486661","-0.0072608626548738","0.480986375492642","1","0.846775762330742"
"52","3","Bio14","0.00205469996607989","0.0187817699885241","0.109398633213767","0.91319493255992","0.000168535829605083","-0.0139135974685696","0.0119680609490417","1","0.965250087679914"
"53","3","Bio15","-0.0164024297847254","0.0296081710274803","-0.553983215292216","0.581330978921758","0.00430389505087843","-0.00971999375122179","0.306897402825517","1","0.849637584577954"
"54","3","Bio16","-0.0199096090231301","0.0350778579893378","-0.567583374936456","0.572108328754237","0.00451684201185113","-0.00950404753727785","0.322150887504265","1","0.849637584577954"
"55","3","Bio17","0.00332931445364919","0.0195840562846098","0.170001270690053","0.86549261610435","0.000406882717604333","-0.0136718935821476","0.0289004320362345","1","0.965250087679914"
"56","3","Bio18","0.0222669880568362","0.0250894602441503","0.887503670471658","0.377804411042957","0.0109721188120862","-0.00295785134548998","0.787662765100663","1","0.773658389461425"
"57","3","Bio19","-0.0177393643938352","0.0203007779869214","-0.873826826009509","0.385158637609725","0.0106401240421694","-0.00329452209808179","0.763573321853847","1","0.773658389461425"
"58","4","Bio1","-0.0195810016902459","0.0364480806854037","-0.537229980894095","0.592788503651043","0.00404855737639009","-0.00997892773098474","0.28861605237147","1","0.804498683526416"
"59","4","Bio2","0.0516255122247327","0.085213555911453","0.605836849225934","0.546555048806308","0.00514296651066626","-0.0088691043835496","0.367038287880004","1","0.79881122517845"
"60","4","Bio3","-0.0535329215936845","0.0486741290836483","-1.0998228956842","0.275124463532125","0.0167513769308449","0.0029028047749412","1.2096104018712","1","0.522736480711038"
"61","4","Bio4","0.026707146294649","0.0200019413707922","1.33522770612897","0.186067109589969","0.0244952408839021","0.0107557372343796","1.78283302721445","1","0.522736480711038"
"62","4","Bio5","0.0351955036979642","0.11667636044439","0.30165068197117","0.763800138797745","0.00127995305625065","-0.0127865264781684","0.0909931339336721","1","0.82769798798717"
"63","4","Bio6","-0.0350418813239067","0.0395018224230484","-0.887095307872695","0.378022705666133","0.0109621347036035","-0.00296797607521904","0.786938085249755","1","0.616291579889143"
"64","4","Bio7","0.0547385991735242","0.0427391605636037","1.28075981024623","0.204446028900954","0.0225817440146486","0.00881528970499579","1.64034569154198","1","0.522736480711038"
"65","4","Bio8","0.0121240080806076","0.036801303993425","0.32944506756537","0.742789237776475","0.0015263154273853","-0.0125366942144824","0.108534052543149","1","0.82769798798717"
"66","4","Bio9","-0.0434777027238076","0.0376295479681155","-1.15541389869066","0.251794541696473","0.0184555418929339","0.00463097206043994","1.33498127728757","1","0.522736480711038"
"67","4","Bio10","0.0113711495341723","0.0879516799225527","0.12928859965137","0.897494856596529","0.000235374754693167","-0.0138458171501703","0.0167155419998126","1","0.897494856596529"
"68","4","Bio11","-0.032571306722387","0.0375976267121677","-0.866312838619837","0.389236787298406","0.0104598289344859","-0.00347735657347914","0.750497934357564","1","0.616291579889143"
"69","4","Bio12","-0.0433918761612306","0.0342628847542018","-1.26643966124041","0.209494895493359","0.0220906878445094","0.00831731725077012","1.60386941556272","1","0.522736480711038"
"70","4","Bio13","-0.039286959832551","0.0317816917049808","-1.23615068062579","0.220476540676118","0.0210686502026703","0.00728088471256705","1.52806850521161","1","0.522736480711038"
"71","4","Bio14","-0.0225899852662827","0.0188588474476356","-1.19784548493789","0.234960727020857","0.0198086159710558","0.00600310351994393","1.43483380578607","1","0.522736480711038"
"72","4","Bio15","-0.00875366219159841","0.0318345278995588","-0.274973834046389","0.784134935987845","0.00106380527387505","-0.013005718595507","0.0756106094101801","1","0.82769798798717"
"73","4","Bio16","-0.0403467181057952","0.0330236185402189","-1.22175339618394","0.22584191228916","0.0205907870016827","0.00679629104395996","1.492681361087","1","0.522736480711038"
"74","4","Bio17","-0.0284453594007785","0.0213615846986555","-1.33161279006463","0.187246896611631","0.0243660138954996","0.0106246901475489","1.77319262266369","1","0.522736480711038"
"75","4","Bio18","-0.00870059196558441","0.0274202070078137","-0.31730584539734","0.751942776526489","0.00141606233971055","-0.0126485001625469","0.100682999523323","1","0.82769798798717"
"76","4","Bio19","-0.0462996152755694","0.0209715205281654","-2.20773764178842","0.0304946176669225","0.0642393799989202","0.0510596529566515","4.8741054949695","0.579397735671528","0.522736480711038"
"77","5","Bio1","-0.0320478561196531","0.0301316609633904","-1.06359407662893","0.291116684358693","0.0156829756380258","0.00181935557658952","1.13123235984015","1","0.520748271281595"
"78","5","Bio2","0.00316015430804888","0.0818905493218859","0.0385899756958194","0.969325597371218","2.09740139435369e-05","-0.014063237619663","0.00148918622420375","1","0.969325597371218"
"79","5","Bio3","-0.0555656365462592","0.0510016491102361","-1.0894870561177","0.279623228247849","0.0164431593039964","0.002590246054757","1.18698204544803","1","0.520748271281595"
"80","5","Bio4","0.0287416369556858","0.0221162598144896","1.2995704154667","0.197952053830041","0.0232344092920626","0.00947714745110584","1.68888326475631","1","0.520748271281595"
"81","5","Bio5","-0.21100642982374","0.120688831353353","-1.74835092408803","0.0847257766199663","0.041275531803694","0.0277723702798023","3.05673095375951","1","0.415540741786221"
"82","5","Bio6","-0.0287597516933296","0.032395442267931","-0.887771540683659","0.37766126122569","0.0109786703906638","-0.00295120749115774","0.788138308447832","1","0.55196645871447"
"83","5","Bio7","0.0453663341690091","0.045638420105655","0.994038226213439","0.323580008783177","0.0137260440340456","-0.000165138444347956","0.98811199517356","1","0.520748271281595"
"84","5","Bio8","-0.0325047614432072","0.0416892174954971","-0.779692289660225","0.438163401893688","0.00848956464579038","-0.00547537106342388","0.607920066555614","1","0.594650331141434"
"85","5","Bio9","-0.0348943137208073","0.0300488116884436","-1.16125436448548","0.249427764374633","0.0186391076660465","0.00481712326697681","1.34851169903657","1","0.520748271281595"
"86","5","Bio10","-0.153368077533485","0.0885114827317271","-1.7327478062743","0.0874822614286781","0.0405718510911471","0.027058778571304","3.00241496014842","1","0.415540741786221"
"87","5","Bio11","-0.030525613400408","0.0310501798998074","-0.98310584669422","0.328893645019955","0.0134298200506193","-0.000465534596555184","0.966497105804364","1","0.520748271281595"
"88","5","Bio12","-0.0573736827482162","0.0353866501803091","-1.62133692948822","0.109378349062417","0.0357025486674023","0.0221208944232812","2.62873343892232","1","0.415637726437185"
"89","5","Bio13","-0.0638368651049155","0.0321785515621181","-1.98383277077228","0.0511416436551451","0.0525196683320458","0.0391748749282718","3.93559246239007","0.971691229447757","0.415540741786221"
"90","5","Bio14","-0.00855496713552045","0.0180721314645509","-0.473378978694424","0.63739509329082","0.00314623415813273","-0.0108939597269639","0.224087657469771","1","0.762324514880813"
"91","5","Bio15","-0.0116361732044515","0.0292592090444574","-0.397692678116181","0.692049929000816","0.00222264695171458","-0.0118305552038951","0.15815946622723","1","0.762324514880813"
"92","5","Bio16","-0.0622520730899317","0.0333525317658719","-1.86648718384945","0.0661030080745622","0.0467722592630148","0.0333465164357334","3.4837744074743","1","0.415540741786221"
"93","5","Bio17","-0.00829510130649907","0.0178560311721064","-0.464554593713812","0.643671908051109","0.00303038001813774","-0.0110114456154096","0.215810970540601","1","0.762324514880813"
"94","5","Bio18","-0.00657362070850997","0.018417065888851","-0.356930943733518","0.722202171992349","0.00179114798424188","-0.0122681316216138","0.127399698594504","1","0.762324514880813"
"95","5","Bio19","-0.0322370238680743","0.021675486070057","-1.48725725291149","0.141374661283531","0.0302127537324544","0.0165537784329115","2.21193413633784","1","0.447686427397848"
"96","6","Bio1","-0.0370550884607452","0.0429937976032127","-0.861870561021952","0.391660368074032","0.0103539400181223","-0.00358473688303085","0.7428208639563","1","0.577385924911673"
"97","6","Bio2","0.0359230658477397","0.0889393595596676","0.403905155440653","0.687496471314325","0.00229247017522366","-0.0117597485547027","0.163139374591536","1","0.725690719720676"
"98","6","Bio3","-0.067085145187433","0.046480510736888","-1.4432962143463","0.153334832193069","0.028503222351087","0.0148201691447644","2.08310396234637","1","0.416194544524044"
"99","6","Bio4","0.0395471629689408","0.0199422006697275","1.98308920985706","0.0512264762105869","0.0524823717214943","0.0391370530133465","3.93264281425151","0.973303048001151","0.346913249519009"
"100","6","Bio5","-0.138552457482357","0.121703867791785","-1.13843922955183","0.258763971839241","0.0179268990367561","0.00409488353023157","1.29604387938258","1","0.499470857452968"
"101","6","Bio6","-0.031806183535699","0.0371055309381063","-0.857181738990695","0.394228577631992","0.010242740453763","-0.00369750263843738","0.734760533659115","1","0.577385924911673"
"102","6","Bio7","0.0647180745994141","0.0424996097932484","1.52279220713446","0.132252474216731","0.0316275370915768","0.0179884883182188","2.31889610610944","1","0.416194544524044"
"103","6","Bio8","-0.0166516767799762","0.0406469470928774","-0.409666111994279","0.683284271470512","0.00235817688956917","-0.0116931163936762","0.167826323316518","1","0.725690719720676"
"104","6","Bio9","-0.0389912107336192","0.0323074209744092","-1.20688094430392","0.231483658701629","0.0201025494625187","0.00630117691973742","1.45656161372392","1","0.499470857452968"
"105","6","Bio10","-0.0949490524343675","0.0841323772779079","-1.1285673305145","0.262879398659457","0.017622798473817","0.00378649986077217","1.27366421950465","1","0.499470857452968"
"106","6","Bio11","-0.0327638684679747","0.0382898780613593","-0.85567962414168","0.395053527571145","0.0102072395039513","-0.00373350360162683","0.732187619171248","1","0.577385924911673"
"107","6","Bio12","-0.0555177226923363","0.0324317767563795","-1.71183105721816","0.0912929603997391","0.0396368332000637","0.0261105914141492","2.93036556845665","1","0.346913249519009"
"108","6","Bio13","-0.0574593964818355","0.0306917210690875","-1.87214644472018","0.0653049518839417","0.0470429567786546","0.0336210265924385","3.50493231047842","1","0.346913249519009"
"109","6","Bio14","-0.00860178764927868","0.0172952745297221","-0.497349009088952","0.620479712725753","0.00347179250713322","-0.0105638160491044","0.24735603684176","1","0.725690719720676"
"110","6","Bio15","-0.0158128451671329","0.0339746207157986","-0.465431102216241","0.643047272243391","0.00304179126055298","-0.0109998736512702","0.216626110910236","1","0.725690719720676"
"111","6","Bio16","-0.056622956459353","0.0319656587144538","-1.77136836018806","0.0807907918906337","0.042323189500315","0.0288347837186294","3.13774586747536","1","0.346913249519009"
"112","6","Bio17","-0.0138901807784181","0.0197231175623322","-0.704258884758968","0.483575153402238","0.00693718126195127","-0.00704961900196488","0.495980576761945","1","0.656280565331609"
"113","6","Bio18","-0.00159318737632506","0.0225596215952258","-0.0706211923635377","0.943897785797232","7.02394718566275e-05","-0.014013278282061","0.00498735281084795","1","0.943897785797232"
"114","6","Bio19","-0.0562717924640248","0.0219347923046849","-2.56541259576942","0.0124186037597368","0.084831502458944","0.0719418053104784","6.5813417865324","0.235953471434999","0.235953471434999"
"115","7","Bio1","-0.0100742566203132","0.044111135623823","-0.228383524428521","0.820004595072149","0.000734094993584446","-0.0133400726825623","0.0521590342303944","1","0.865560405909491"
"116","7","Bio2","0.119559249271472","0.0833452249753124","1.43450628763539","0.155817947560411","0.0281668494778518","0.0144790586254272","2.05780828926549","1","0.328949000405312"
"117","7","Bio3","-0.0366937724955138","0.0451689178088016","-0.812367758086151","0.419296149468788","0.00920934851076903","-0.00474544939752986","0.659941374377923","1","0.655310862174349"
"118","7","Bio4","0.0328601933763428","0.0187168863642391","1.75564422077842","0.0834621482783862","0.0416062566393095","0.0281077532116941","3.0822866299527","1","0.22654011675562"
"119","7","Bio5","0.0418218791300019","0.126186630164591","0.331428766070159","0.741296920935145","0.00154472319461691","-0.0125180271829237","0.109845026978788","1","0.828508323398103"
"120","7","Bio6","-0.0200629680026869","0.0381630070802267","-0.525717692018092","0.60072253673994","0.0038775691922461","-0.0101523241994124","0.276379091700833","1","0.760915213203924"
"121","7","Bio7","0.060896986529837","0.0413585922269367","1.47241439446711","0.145328229408955","0.0296304945617761","0.0159633184288435","2.16800414903396","1","0.328949000405312"
"122","7","Bio8","0.029630014788062","0.0377788194303059","0.78430229517159","0.435471689206771","0.00858938731852556","-0.00537414243755152","0.61513009021142","1","0.655310862174349"
"123","7","Bio9","-0.0211573830222766","0.0332695891369672","-0.63593761062615","0.526861744265672","0.00566374831716293","-0.00834098762203195","0.404416644608904","1","0.715026652931983"
"124","7","Bio10","0.00722426666623004","0.0884645728675977","0.0816628219868577","0.935144618190707","9.39181714338911e-05","-0.0139892660796725","0.00666881649485709","1","0.935144618190707"
"125","7","Bio11","-0.0160480464336276","0.0393382546065144","-0.407950138971598","0.684537882760472","0.00233850892222368","-0.0117130613746463","0.166423315886949","1","0.81288873577806"
"126","7","Bio12","-0.0820116800849175","0.0309909148737292","-2.64631361865468","0.0100147789174837","0.089778315497615","0.0769582917722293","7.00297576827721","0.19028079943219","0.0681453863593348"
"127","7","Bio13","-0.0628463821419002","0.0285954913191023","-2.19777241945543","0.0312280579729764","0.063697621500614","0.0505102640569608","4.83020360771898","0.593333101486552","0.112991721927505"
"128","7","Bio14","-0.0456424150436079","0.018182687015861","-2.51021287468641","0.014346397128281","0.0815145331454486","0.0685781181193281","6.30116867624139","0.272581545437339","0.0681453863593348"
"129","7","Bio15","0.0236415124027656","0.0310109632691722","0.762359820865916","0.448370589908765","0.00811934638416859","-0.00585080366675861","0.581192496470695","1","0.655310862174349"
"130","7","Bio16","-0.064474029139733","0.0301094732412295","-2.14132039518537","0.0356815963981594","0.0606633285030288","0.0474332345382827","4.58525303483686","0.677950331565029","0.112991721927505"
"131","7","Bio17","-0.0530585680707847","0.0205167557184804","-2.5861090709869","0.0117584183653321","0.0860874724488082","0.0732154650185096","6.68796012704072","0.22340994894131","0.0681453863593348"
"132","7","Bio18","-0.0393035340454975","0.0300147697676072","-1.309473114397","0.194595872840397","0.0235814679773863","0.00982909428692691","1.71471983732858","1","0.369732158396754"
"133","7","Bio19","-0.0612127775817574","0.0188595046125548","-3.24572563486147","0.00178868287813508","0.129205484142817","0.116940772651871","10.5347348967969","0.0339849746845665","0.0339849746845665"
"134","8","Bio1","-0.0368251082903163","0.0339767525471136","-1.0838324892661","0.282105924915495","0.0162756891392584","0.00242041715530428","1.17469286478875","1","0.402288244871556"
"135","8","Bio2","0.114230612691737","0.0871523664540604","1.31070006862006","0.194183024784831","0.0236246350735835","0.00987286937039455","1.71793466988061","1","0.368947747091179"
"136","8","Bio3","-0.0389202825197742","0.0477169126348283","-0.815649638056559","0.417428481434965","0.00928321624985403","-0.00467054126775368","0.665284332061805","1","0.440618952625796"
"137","8","Bio4","0.0289145621785781","0.0197800052127864","1.46180761165254","0.148206061864532","0.0292175636949418","0.0155445716343073","2.13688149348532","1","0.32958994296342"
"138","8","Bio5","-0.187921944234091","0.130687333142632","-1.43795071576672","0.154841223692928","0.0282984437308413","0.0146125063185996","2.06770226097404","1","0.32958994296342"
"139","8","Bio6","-0.03070859274257","0.0319302595456497","-0.961739527944235","0.339444485607637","0.0128598352958611","-0.00104354730560563","0.924942919610402","1","0.428773584877601"
"140","8","Bio7","0.0659609767082391","0.0449984200985288","1.46585094685126","0.147103823742135","0.0293746633954338","0.015703884006637","2.14871899838472","1","0.32958994296342"
"141","8","Bio8","-0.0403742452966074","0.038383049764418","-1.05187694944541","0.296422917273778","0.0153446077529235","0.00147622194662667","1.10644511677461","1","0.402288244871556"
"142","8","Bio9","-0.0246285137036164","0.028094265171696","-0.876638472410688","0.383639523311538","0.0107079716690371","-0.00322571887083556","0.768495011310546","1","0.428773584877601"
"143","8","Bio10","-0.167974935330239","0.0978551383249191","-1.71656734848704","0.0904183549013419","0.0398477188125403","0.0263244472465198","2.94660346189189","1","0.32958994296342"
"144","8","Bio11","-0.0272191131097688","0.0307541711918025","-0.885054353765971","0.37911490851474","0.0109123010182006","-0.00301851164351485","0.783321209120103","1","0.428773584877601"
"145","8","Bio12","-0.0820692065711228","0.0339184890950851","-2.41960089498842","0.0181006615388437","0.0761760325193346","0.0631644273435505","5.85446849102878","0.34391256923803","0.159087117606943"
"146","8","Bio13","-0.0764449019256546","0.0307089993310163","-2.4893322345559","0.0151432470153486","0.0802724592586452","0.0673185502341191","6.19677497399915","0.287721693291623","0.159087117606943"
"147","8","Bio14","-0.0228140889731122","0.0186794400251682","-1.22134758549363","0.225994511388996","0.0205773920589079","0.00678270744001941","1.4916899245911","1","0.390354156035539"
"148","8","Bio15","-0.00600360467951905","0.0319092573350538","-0.188146173898062","0.85129877638789","0.000498328766494006","-0.0135791595607384","0.0353989827524846","1","0.85129877638789"
"149","8","Bio16","-0.0733536033402381","0.0323211106154457","-2.26952607578973","0.026275485482711","0.0676388440402253","0.0545069967731863","5.15074860868956","0.499234224171509","0.159087117606943"
"150","8","Bio17","-0.0283468990310794","0.0197754479785265","-1.43343903318197","0.156121551930041","0.0281261318837995","0.0144377675441347","2.05474746184965","1","0.32958994296342"
"151","8","Bio18","-0.0260070697285528","0.0231926883834046","-1.1213477842078","0.265918175677337","0.0174019614636297","0.00356255247015969","1.25742085314775","1","0.402288244871556"
"152","8","Bio19","-0.0458624397558394","0.0211517799953979","-2.16825438643074","0.0334920247593565","0.0621036283689225","0.0488938203177806","4.70132708427613","0.636348470427773","0.159087117606943"
"153","9","Bio1","-0.00866373162784527","0.0302555751786532","-0.286351575757117","0.775442760774632","0.00115355825862779","-0.0129147014842084","0.0819972249385857","1","0.900427177733869"
"154","9","Bio2","0.0227368390580395","0.0858048525518745","0.264983137687855","0.791790245850174","0.000987981564547405","-0.0130826102444026","0.0702160632589006","1","0.900427177733869"
"155","9","Bio3","-0.0856580447224883","0.0472213029539551","-1.81397037701421","0.0739075582802671","0.0442921912865683","0.0308315179244073","3.29048852868513","1","0.200606229617868"
"156","9","Bio4","0.0480434899584269","0.0198226216025202","2.42366983145754","0.0179148375860877","0.0764128579901531","0.0634045883843806","5.87417545191748","0.340381914135666","0.184613524120043"
"157","9","Bio5","-0.021455860308444","0.110697676960775","-0.193823943713352","0.846867201264508","0.000528843010279587","-0.0135482155388713","0.0375677211565965","1","0.900427177733869"
"158","9","Bio6","-0.0110258732898844","0.0294681618101159","-0.374162235192405","0.709398725864008","0.00196791373915619","-0.0120888762081797","0.139997378244182","1","0.900427177733869"
"159","9","Bio7","0.0828001228787418","0.0445415720864806","1.85894028881557","0.067180008653727","0.0464123082639465","0.0329814957042838","3.45565899738176","1","0.200606229617868"
"160","9","Bio8","-0.00756888586440418","0.0407100581012995","-0.185921765220044","0.853036273642613","0.000486620870510057","-0.0135910323566657","0.0345669027825369","1","0.900427177733869"
"161","9","Bio9","-0.00273734939047981","0.0278771470728522","-0.0981933116515191","0.922055483442044","0.000135783341409904","-0.0139468112594152","0.0096419264530946","1","0.922055483442044"
"162","9","Bio10","-0.016628333612982","0.0813281563399162","-0.204459738930794","0.838579224550358","0.000588439237413716","-0.0134877799282564","0.0418037848436483","1","0.900427177733869"
"163","9","Bio11","-0.012506963750884","0.0281948119676044","-0.443590961530595","0.658687223289485","0.00276379016945456","-0.0112817902506939","0.196772941151643","1","0.900427177733869"
"164","9","Bio12","-0.0740067057276331","0.0351640740530097","-2.10461124658276","0.0388660050779037","0.0587223174862025","0.0454648853381209","4.42938849924264","0.73845409648017","0.184613524120043"
"165","9","Bio13","-0.06824205075101","0.0298585174193029","-2.28551370427029","0.0252713741617926","0.0685296253401899","0.0554103242886433","5.22357289240733","0.480156109074059","0.184613524120043"
