"","Species","GS","lat","long"
"84","Chymomyza_amoena",395.2,39.349112,-76.899647
"85","Chymomyza_amoena",395.2,41.979724,-87.74382
"86","Chymomyza_amoena",395.2,40.804347,-77.876249
"87","Chymomyza_amoena",395.2,40.301592,-75.035542
"88","Chymomyza_amoena",395.2,39.11457,-88.548584
"89","Chymomyza_amoena",395.2,52.05,5.15
"90","Chymomyza_amoena",395.2,51.8,5.8
"91","Chymomyza_amoena",395.2,52.2,6.25
"92","Chymomyza_amoena",395.2,51.95,5.65
"93","Chymomyza_amoena",395.2,51.4,5.5
"94","Chymomyza_amoena",395.2,51.95,5.2
"95","Chymomyza_amoena",395.2,51.8,5.9
"96","Chymomyza_amoena",395.2,51.05,5.85
"97","Chymomyza_amoena",395.2,52,5.45
"98","Chymomyza_amoena",395.2,52.6,4.7
"99","Chymomyza_amoena",395.2,52.15,5.35
"100","Chymomyza_amoena",395.2,52.15,5.3
"101","Chymomyza_amoena",395.2,52.1,5.25
"102","Chymomyza_amoena",395.2,52.25,5.1
"103","Chymomyza_amoena",395.2,52.45,6.4
"104","Chymomyza_amoena",395.2,45.262545,-72.150964
"105","Chymomyza_amoena",395.2,41.218774,-75.841788
"106","Chymomyza_amoena",395.2,36.691526,-79.872539
"107","Chymomyza_amoena",395.2,45.505264,-73.803304
"108","Chymomyza_amoena",395.2,40.716347,-99.078566
"109","Chymomyza_amoena",395.2,35.190338,-97.271873
"110","Chymomyza_amoena",395.2,44.551,-73.257
"111","Chymomyza_amoena",395.2,45.262545,-72.150964
"112","Chymomyza_amoena",395.2,36.358702,-94.254519
"113","Chymomyza_amoena",395.2,40.02718,-75.622514
"114","Chymomyza_amoena",395.2,40.858362,-73.524691
"115","Chymomyza_amoena",395.2,39.594077,-76.677078
"116","Chymomyza_amoena",395.2,38.972392,-77.201502
"117","Chymomyza_amoena",395.2,40.76211,-77.753463
"118","Chymomyza_amoena",395.2,32.321146,-90.161514
"119","Chymomyza_amoena",395.2,39.33559,-82.09737
"120","Chymomyza_amoena",395.2,47.53461,-94.827549
"121","Chymomyza_amoena",395.2,41.503098,-81.686152
"122","Chymomyza_amoena",395.2,30.366815,-97.674844
"123","Chymomyza_amoena",395.2,42.407955,-71.132181
"124","Chymomyza_amoena",395.2,39.158608,-86.308456
"125","Chymomyza_amoena",395.2,37.868952,-84.660247
"126","Chymomyza_amoena",395.2,42.647549,-80.813205
"127","Chymomyza_amoena",395.2,38.593634,-78.381306
"128","Chymomyza_amoena",395.2,38.594475,-78.37803
"129","Chymomyza_amoena",395.2,42.562955,-83.033626
"130","Chymomyza_amoena",395.2,51.8,5.9
"131","Chymomyza_amoena",395.2,51.6,5.1
"132","Chymomyza_amoena",395.2,51.4,5.95
"133","Chymomyza_amoena",395.2,51.35,5.45
"134","Chymomyza_amoena",395.2,51.95,5.65
"135","Chymomyza_amoena",395.2,52.35,5.2
"136","Chymomyza_amoena",395.2,52.35,4.6
"137","Chymomyza_amoena",395.2,44.340943,-79.543093
"138","Chymomyza_amoena",395.2,51.072797,13.757692
"139","Chymomyza_amoena",395.2,45.057281,-93.328293
"140","Chymomyza_amoena",395.2,45.183639,-93.31982
"141","Chymomyza_amoena",395.2,49.901774,-97.182799
"142","Chymomyza_amoena",395.2,40.801972,-83.166248
