"","species","lat","long","ref","gbifID","key"
"51361","Drosophila subobscura","58.564417","11.251733",NA,"2612652783","47de2276-f18a-4c46-b573-addeb32713f1"
"51362","Drosophila transversa","56.6167","16.507617",NA,"2612653315","47de2276-f18a-4c46-b573-addeb32713f1"
"51363","Drosophila transversa","62.140333","16.2861",NA,"2612652654","47de2276-f18a-4c46-b573-addeb32713f1"
"51364","Drosophila transversa","62.14033","16.2861",NA,"4997833366","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51365","Drosophila transversa","56.6167","16.50762",NA,"4997762265","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51366","Drosophila subobscura","58.56442","11.25173",NA,"4997804807","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51367","Drosophila phalerata","58.56442","11.25173",NA,"4997838757","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51368","Drosophila phalerata","59.73435","17.72042",NA,"4997790416","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51369","Drosophila obscura","56.69488","13.1505",NA,"4997786406","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51370","Drosophila busckii","56.6167","16.50762",NA,"4997754666","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51371","Drosophila phalerata","55.98","40.88",NA,"4973732406","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"51372","Drosophila funebris","51.572139","-4.120395",NA,"2972018496","ce8530a2-cd4b-4e51-9927-76bf49b5a9a6"
"51373","Drosophila phalerata","52.592409","-0.505285",NA,"2923525323","8359171b-9432-421e-88fc-56a55f1c098c"
"51374",NA,"56.209213","-2.902972",NA,"2960988127","821765c9-59dc-4310-9970-d82c2eb9eff7"
"51375","Drosophila mercatorum","55.03","82.92","https://www.ebi.ac.uk/ena/browser/view/HG798334","3349858171","d8cd16ba-bb74-4420-821e-083f2bac17c2"
"51376","Drosophila mercatorum","55.03","82.92","https://www.ebi.ac.uk/ena/browser/view/HG798335","3349861168","d8cd16ba-bb74-4420-821e-083f2bac17c2"
"51377","Drosophila transversa","66.293132","29.405995",NA,"2001102782","3b301884-51b9-443f-b63c-47feeccfb89f"
"51378","Drosophila transversa","66.325399","29.547418",NA,"2001103789","3b301884-51b9-443f-b63c-47feeccfb89f"
"51379","Drosophila transversa","66.177362","29.449466",NA,"2001102732","3b301884-51b9-443f-b63c-47feeccfb89f"
"51380","Drosophila transversa","66.3817","29.576318",NA,"2001103728","3b301884-51b9-443f-b63c-47feeccfb89f"
"51381","Drosophila transversa","66.212621","29.401104",NA,"2001274182","3b301884-51b9-443f-b63c-47feeccfb89f"
"51382","Drosophila transversa","66.379514","29.423431",NA,"2001102688","3b301884-51b9-443f-b63c-47feeccfb89f"
"51383","Drosophila transversa","66.383214","29.30736",NA,"2001103812","3b301884-51b9-443f-b63c-47feeccfb89f"
"51384","Drosophila transversa","66.288375","29.480834",NA,"2001274175","3b301884-51b9-443f-b63c-47feeccfb89f"
"51385","Drosophila transversa","66.176787","29.39158",NA,"2001102748","3b301884-51b9-443f-b63c-47feeccfb89f"
"51386","Drosophila phalerata","60.055059","23.674973",NA,"2001151885","3b301884-51b9-443f-b63c-47feeccfb89f"
"51387",NA,"45.345","-71.74167",NA,"735142924","275319e1-f91c-406f-b239-62cb9d4185cb"
"51388",NA,"45.345","-71.74167",NA,"735142963","275319e1-f91c-406f-b239-62cb9d4185cb"
"51389",NA,"45.345","-71.74167",NA,"735142964","275319e1-f91c-406f-b239-62cb9d4185cb"
"51390","Drosophila funebris","59.73435","17.720417",NA,"2612652377","47de2276-f18a-4c46-b573-addeb32713f1"
"51391","Drosophila funebris","58.306383","14.631833",NA,"2612652374","47de2276-f18a-4c46-b573-addeb32713f1"
"51392","Drosophila histrio","59.790442","13.415169",NA,"2612652355","47de2276-f18a-4c46-b573-addeb32713f1"
"51393","Drosophila hydei","59.73435","17.720417",NA,"2612652353","47de2276-f18a-4c46-b573-addeb32713f1"
"51394","Drosophila hydei","59.73435","17.720417",NA,"2612652399","47de2276-f18a-4c46-b573-addeb32713f1"
"51395","Drosophila hydei","56.6167","16.507617",NA,"2612652415","47de2276-f18a-4c46-b573-addeb32713f1"
"51396","Drosophila hydei","55.403781","14.199936",NA,"2612652402","47de2276-f18a-4c46-b573-addeb32713f1"
"51397","Drosophila melanogaster","56.933393","18.268783",NA,"2612652456","47de2276-f18a-4c46-b573-addeb32713f1"
"51398","Drosophila melanogaster","56.931407","16.085536",NA,"2612652449","47de2276-f18a-4c46-b573-addeb32713f1"
"51399","Drosophila obscura","59.73435","17.720417",NA,"2612652813","47de2276-f18a-4c46-b573-addeb32713f1"
"51400","Drosophila obscura","59.73435","17.720417",NA,"2612652822","47de2276-f18a-4c46-b573-addeb32713f1"
"51401","Drosophila obscura","58.306383","14.631833",NA,"2612652803","47de2276-f18a-4c46-b573-addeb32713f1"
"51402","Drosophila obscura","58.048917","14.573033",NA,"2612652808","47de2276-f18a-4c46-b573-addeb32713f1"
"51403","Drosophila obscura","62.140333","16.2861",NA,"2612652867","47de2276-f18a-4c46-b573-addeb32713f1"
"51404","Drosophila obscura","59.772956","13.473714",NA,"2612652864","47de2276-f18a-4c46-b573-addeb32713f1"
"51405","Drosophila obscura","59.790442","13.415169",NA,"2612652858","47de2276-f18a-4c46-b573-addeb32713f1"
"51406","Drosophila obscura","59.790442","13.415169",NA,"2612652857","47de2276-f18a-4c46-b573-addeb32713f1"
"51407","Drosophila obscura","55.403781","14.199936",NA,"2612652906","47de2276-f18a-4c46-b573-addeb32713f1"
"51408","Drosophila obscura","55.403781","14.199936",NA,"2612652900","47de2276-f18a-4c46-b573-addeb32713f1"
"51409","Drosophila phalerata","59.1759","18.247583",NA,"2612652891","47de2276-f18a-4c46-b573-addeb32713f1"
"51410","Drosophila phalerata","59.672133","17.50085",NA,"2612652888","47de2276-f18a-4c46-b573-addeb32713f1"
"51411","Drosophila phalerata","59.73435","17.720417",NA,"2612652983","47de2276-f18a-4c46-b573-addeb32713f1"
"51412","Drosophila phalerata","59.73435","17.720417",NA,"2612652978","47de2276-f18a-4c46-b573-addeb32713f1"
"51413","Drosophila phalerata","59.73435","17.720417",NA,"2612652971","47de2276-f18a-4c46-b573-addeb32713f1"
"51414","Drosophila phalerata","58.307533","14.630983",NA,"2612652622","47de2276-f18a-4c46-b573-addeb32713f1"
"51415","Drosophila phalerata","58.048917","14.573033",NA,"2612652633","47de2276-f18a-4c46-b573-addeb32713f1"
"51416","Drosophila phalerata","58.048917","14.573033",NA,"2612652640","47de2276-f18a-4c46-b573-addeb32713f1"
"51417","Drosophila phalerata","56.609133","14.19305",NA,"2612652692","47de2276-f18a-4c46-b573-addeb32713f1"
"51418","Drosophila phalerata","59.56945","19.053",NA,"2612652685","47de2276-f18a-4c46-b573-addeb32713f1"
"51419","Drosophila phalerata","57.536783","18.337883",NA,"2612652671","47de2276-f18a-4c46-b573-addeb32713f1"
"51420","Drosophila phalerata","58.955217","17.60755",NA,"2612652676","47de2276-f18a-4c46-b573-addeb32713f1"
"51421","Drosophila phalerata","55.661383","14.268733",NA,"2612652748","47de2276-f18a-4c46-b573-addeb32713f1"
"51422","Drosophila phalerata","62.140333","16.2861",NA,"2612652736","47de2276-f18a-4c46-b573-addeb32713f1"
"51423","Drosophila phalerata","65.966783","16.0605",NA,"2612652720","47de2276-f18a-4c46-b573-addeb32713f1"
"51424","Drosophila phalerata","56.921656","16.101228",NA,"2612652727","47de2276-f18a-4c46-b573-addeb32713f1"
"51425","Drosophila phalerata","59.790442","13.415169",NA,"2612652772","47de2276-f18a-4c46-b573-addeb32713f1"
"51426","Drosophila phalerata","59.790442","13.415169",NA,"2612652776","47de2276-f18a-4c46-b573-addeb32713f1"
"51427","Drosophila phalerata","59.790442","13.415169",NA,"2612652775","47de2276-f18a-4c46-b573-addeb32713f1"
"51428","Drosophila phalerata","56.936536","15.920167",NA,"2612652767","47de2276-f18a-4c46-b573-addeb32713f1"
"51429","Drosophila subobscura","56.6167","16.507617",NA,"2612652796","47de2276-f18a-4c46-b573-addeb32713f1"
"51430","Drosophila subobscura","56.6167","16.507617",NA,"2612652795","47de2276-f18a-4c46-b573-addeb32713f1"
"51431","Drosophila subobscura","58.564417","11.251733",NA,"2612652782","47de2276-f18a-4c46-b573-addeb32713f1"
"51432","Drosophila subobscura","58.564417","11.251733",NA,"2612652788","47de2276-f18a-4c46-b573-addeb32713f1"
"51433","Drosophila subobscura","62.140333","16.2861",NA,"2612653205","47de2276-f18a-4c46-b573-addeb32713f1"
"51434","Drosophila subobscura","56.291622","12.482483",NA,"2612653207","47de2276-f18a-4c46-b573-addeb32713f1"
"51435","Drosophila subobscura","56.291622","12.482483",NA,"2612653211","47de2276-f18a-4c46-b573-addeb32713f1"
"51436","Drosophila subobscura","55.398072","14.209383",NA,"2612653214","47de2276-f18a-4c46-b573-addeb32713f1"
"51437","Drosophila subobscura","55.403781","14.199936",NA,"2612653258","47de2276-f18a-4c46-b573-addeb32713f1"
"51438","Drosophila subobscura","55.403781","14.199936",NA,"2612653224","47de2276-f18a-4c46-b573-addeb32713f1"
"51439","Drosophila subsilvestris","59.73435","17.720417",NA,"2612653257","47de2276-f18a-4c46-b573-addeb32713f1"
"51440","Drosophila testacea","55.661383","14.268733",NA,"2612653229","47de2276-f18a-4c46-b573-addeb32713f1"
"51441","Drosophila testacea","65.966783","16.0605",NA,"2612653279","47de2276-f18a-4c46-b573-addeb32713f1"
"51442","Drosophila testacea","59.790442","13.415169",NA,"2612653282","47de2276-f18a-4c46-b573-addeb32713f1"
"51443","Drosophila testacea","59.790442","13.415169",NA,"2612653275","47de2276-f18a-4c46-b573-addeb32713f1"
"51444","Drosophila transversa","59.672133","17.50085",NA,"2612653300","47de2276-f18a-4c46-b573-addeb32713f1"
"51445","Drosophila transversa","58.307533","14.630983",NA,"2612653296","47de2276-f18a-4c46-b573-addeb32713f1"
"51446","Drosophila transversa","59.56945","19.053",NA,"2612653317","47de2276-f18a-4c46-b573-addeb32713f1"
"51447","Drosophila transversa","56.6167","16.507617",NA,"2612653314","47de2276-f18a-4c46-b573-addeb32713f1"
"51448","Drosophila transversa","56.609133","14.19305",NA,"2612652521","47de2276-f18a-4c46-b573-addeb32713f1"
"51449","Drosophila transversa","59.56945","19.053",NA,"2612652504","47de2276-f18a-4c46-b573-addeb32713f1"
"51450","Drosophila transversa","59.56945","19.053",NA,"2612652507","47de2276-f18a-4c46-b573-addeb32713f1"
"51451","Drosophila transversa","57.536783","18.337883",NA,"2612652588","47de2276-f18a-4c46-b573-addeb32713f1"
"51452","Drosophila transversa","56.933393","18.268783",NA,"2612652594","47de2276-f18a-4c46-b573-addeb32713f1"
"51453","Drosophila transversa","56.026367","13.223033",NA,"2612652579","47de2276-f18a-4c46-b573-addeb32713f1"
"51454","Drosophila transversa","57.287233","13.919133",NA,"2612652573","47de2276-f18a-4c46-b573-addeb32713f1"
"51455","Drosophila transversa","62.140333","16.2861",NA,"2612652646","47de2276-f18a-4c46-b573-addeb32713f1"
"51456","Drosophila transversa","62.140333","16.2861",NA,"2612652656","47de2276-f18a-4c46-b573-addeb32713f1"
"51457","Drosophila transversa","65.966783","16.0605",NA,"2612652625","47de2276-f18a-4c46-b573-addeb32713f1"
"51458","Drosophila transversa","65.966783","16.0605",NA,"2612652624","47de2276-f18a-4c46-b573-addeb32713f1"
"51459","Drosophila transversa","65.966783","16.0605",NA,"2612652629","47de2276-f18a-4c46-b573-addeb32713f1"
"51460","Drosophila transversa","59.772956","13.473714",NA,"2612652681","47de2276-f18a-4c46-b573-addeb32713f1"
"51461","Drosophila transversa","59.772956","13.473714",NA,"2612652683","47de2276-f18a-4c46-b573-addeb32713f1"
"51462","Drosophila transversa","59.790442","13.415169",NA,"2612652666","47de2276-f18a-4c46-b573-addeb32713f1"
"51463","Drosophila transversa","59.790442","13.415169",NA,"2612652668","47de2276-f18a-4c46-b573-addeb32713f1"
"51464","Drosophila transversa","59.790442","13.415169",NA,"2612652673","47de2276-f18a-4c46-b573-addeb32713f1"
"51465","Drosophila transversa","59.790442","13.415169",NA,"2612652678","47de2276-f18a-4c46-b573-addeb32713f1"
"51466","Drosophila transversa","55.403781","14.199936",NA,"2612652724","47de2276-f18a-4c46-b573-addeb32713f1"
"51467","Drosophila transversa","55.403781","14.199936",NA,"2612652660","47de2276-f18a-4c46-b573-addeb32713f1"
"51468","Drosophila transversa","56.936536","15.920167",NA,"2612652741","47de2276-f18a-4c46-b573-addeb32713f1"
"51469","Drosophila tristis","56.291622","12.482483",NA,"2612652731","47de2276-f18a-4c46-b573-addeb32713f1"
"51470","Drosophila tristis","56.29162","12.48248",NA,"4997749898","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51471","Drosophila transversa","56.93654","15.92017",NA,"4997833951","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51472","Drosophila transversa","55.40378","14.19994",NA,"4997821565","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51473","Drosophila transversa","55.40378","14.19994",NA,"4997809949","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51474","Drosophila transversa","59.79044","13.41517",NA,"4997766681","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51475","Drosophila transversa","59.79044","13.41517",NA,"4997792639","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51476","Drosophila transversa","59.79044","13.41517",NA,"4997818552","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51477","Drosophila transversa","59.79044","13.41517",NA,"4997790415","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51478","Drosophila transversa","59.77296","13.47371",NA,"4997799658","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51479","Drosophila transversa","59.77296","13.47371",NA,"4997808234","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51480","Drosophila transversa","65.96678","16.0605",NA,"4997820195","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51481","Drosophila transversa","65.96678","16.0605",NA,"4997766079","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51482","Drosophila transversa","65.96678","16.0605",NA,"4997828787","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51483","Drosophila transversa","62.14033","16.2861",NA,"4997833952","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51484","Drosophila transversa","62.14033","16.2861",NA,"4997756914","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51485","Drosophila transversa","57.28723","13.91913",NA,"4997818553","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51486","Drosophila transversa","56.02637","13.22303",NA,"4997825439","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51487","Drosophila transversa","56.93339","18.26878",NA,"4997817420","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51488","Drosophila transversa","57.53678","18.33788",NA,"4997755272","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51489","Drosophila transversa","59.56945","19.053",NA,"4997754185","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51490","Drosophila transversa","59.56945","19.053",NA,"4997757525","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51491","Drosophila transversa","56.60913","14.19305",NA,"4997744059","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51492","Drosophila transversa","56.6167","16.50762",NA,"4997812044","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51493","Drosophila transversa","59.56945","19.053",NA,"4997741819","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51494","Drosophila transversa","58.30753","14.63098",NA,"4997782504","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51495","Drosophila transversa","59.67213","17.50085",NA,"4997784360","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51496","Drosophila testacea","59.79044","13.41517",NA,"4997752779","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51497","Drosophila testacea","59.79044","13.41517",NA,"4997756363","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51498","Drosophila testacea","65.96678","16.0605",NA,"4997831867","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51499","Drosophila testacea","55.66138","14.26873",NA,"4997819627","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51500","Drosophila subsilvestris","59.73435","17.72042",NA,"4997813084","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51501","Drosophila subobscura","55.40378","14.19994",NA,"4997794143","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51502","Drosophila subobscura","55.40378","14.19994",NA,"4997746402","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51503","Drosophila subobscura","55.39807","14.20938",NA,"4997812489","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51504","Drosophila subobscura","56.29162","12.48248",NA,"4997825440","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51505","Drosophila subobscura","56.29162","12.48248",NA,"4997755484","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51506","Drosophila subobscura","62.14033","16.2861",NA,"4997800254","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51507","Drosophila subobscura","58.56442","11.25173",NA,"4997740057","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51508","Drosophila subobscura","58.56442","11.25173",NA,"4997763948","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51509","Drosophila subobscura","56.6167","16.50762",NA,"4997756915","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51510","Drosophila subobscura","56.6167","16.50762",NA,"4997810377","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51511","Drosophila phalerata","56.93654","15.92017",NA,"4997743265","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51512","Drosophila phalerata","59.79044","13.41517",NA,"4997814510","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51513","Drosophila phalerata","59.79044","13.41517",NA,"4997758781","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51514","Drosophila phalerata","59.79044","13.41517",NA,"4997774665","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51515","Drosophila phalerata","56.92166","16.10123",NA,"4997793514","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51516","Drosophila phalerata","65.96678","16.0605",NA,"4997764898","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51517","Drosophila phalerata","62.14033","16.2861",NA,"4997786405","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51518","Drosophila phalerata","55.66138","14.26873",NA,"4997811434","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51519","Drosophila phalerata","58.95522","17.60755",NA,"4997780690","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51520","Drosophila phalerata","57.53678","18.33788",NA,"4997832360","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51521","Drosophila phalerata","59.56945","19.053",NA,"4997739477","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51522","Drosophila phalerata","56.60913","14.19305",NA,"4997749900","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51523","Drosophila phalerata","58.04892","14.57303",NA,"4997819628","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51524","Drosophila phalerata","58.04892","14.57303",NA,"4997742687","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51525","Drosophila phalerata","58.30753","14.63098",NA,"4997821567","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51526","Drosophila phalerata","59.73435","17.72042",NA,"4997791031","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51527","Drosophila phalerata","59.73435","17.72042",NA,"4997799660","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51528","Drosophila phalerata","59.73435","17.72042",NA,"4997808236","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51529","Drosophila phalerata","59.67213","17.50085",NA,"4997777591","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51530","Drosophila phalerata","59.1759","18.24758",NA,"4997839950","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51531","Drosophila obscura","55.40378","14.19994",NA,"4997794145","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51532","Drosophila obscura","55.40378","14.19994",NA,"4997802749","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51533","Drosophila obscura","59.79044","13.41517",NA,"4997833367","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51534","Drosophila obscura","59.79044","13.41517",NA,"4997787050","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51535","Drosophila obscura","59.77296","13.47371",NA,"4997829934","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51536","Drosophila obscura","62.14033","16.2861",NA,"4997746403","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51537","Drosophila obscura","58.04892","14.57303",NA,"4997818006","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51538","Drosophila obscura","58.30638","14.63183",NA,"4997753605","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51539","Drosophila obscura","59.73435","17.72042",NA,"4997777087","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51540","Drosophila obscura","59.73435","17.72042",NA,"4997762716","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51541","Drosophila melanogaster","56.93141","16.08554",NA,"4997756070","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51542","Drosophila melanogaster","56.93339","18.26878",NA,"4997744062","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51543","Drosophila hydei","55.40378","14.19994",NA,"4997747009","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51544","Drosophila hydei","56.6167","16.50762",NA,"4997783064","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51545","Drosophila hydei","59.73435","17.72042",NA,"4997827765","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51546","Drosophila hydei","59.73435","17.72042",NA,"4997765484","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51547","Drosophila histrio","59.79044","13.41517",NA,"4997763373","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51548","Drosophila funebris","58.30638","14.63183",NA,"4997791673","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51549","Drosophila funebris","59.73435","17.72042",NA,"4997791033","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51550","Drosophila busckii","61.45528","23.817682",NA,"2001171268","3b301884-51b9-443f-b63c-47feeccfb89f"
"51551","Drosophila melanogaster","57.70404","18.79974",NA,"1459437122","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51552","Drosophila subobscura","50.859581","0.435439",NA,"2906080752","8c3e7db0-5c1a-49df-af56-9cb84d8511ff"
"51553","Drosophila subobscura","52.373677","-2.34022",NA,"3303879369","12934e15-749a-4df4-ab89-211c10573525"
"51554","Drosophila subobscura","52.373677","-2.34022",NA,"3303876741","12934e15-749a-4df4-ab89-211c10573525"
"51555","Drosophila subobscura","52.373677","-2.34022",NA,"3303867817","12934e15-749a-4df4-ab89-211c10573525"
"51556","Drosophila obscura","59.971517","18.354983",NA,"2612652834","47de2276-f18a-4c46-b573-addeb32713f1"
"51557","Drosophila obscura","55.761767","14.1178",NA,"2612652827","47de2276-f18a-4c46-b573-addeb32713f1"
"51558","Drosophila obscura","55.76177","14.1178",NA,"4997805338","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51559","Drosophila obscura","59.97152","18.35498",NA,"4997819150","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51560","Drosophila phalerata","52.373408","-2.340071",NA,"3303868204","12934e15-749a-4df4-ab89-211c10573525"
"51561","Drosophila subobscura","52.373408","-2.340071",NA,"3303868071","12934e15-749a-4df4-ab89-211c10573525"
"51562","Drosophila obscura","52.373408","-2.340071",NA,"3303868247","12934e15-749a-4df4-ab89-211c10573525"
"51563","Drosophila subobscura","52.373408","-2.340071",NA,"3303878762","12934e15-749a-4df4-ab89-211c10573525"
"51564","Drosophila subobscura","52.373408","-2.340071",NA,"3303867309","12934e15-749a-4df4-ab89-211c10573525"
"51565","Drosophila funebris","60.615438","21.925932",NA,"4432329606","c75091f9-d0cf-485f-85d9-5a18082d7931"
"51566","Drosophila funebris","60.615438","21.925932",NA,"4432332820","c75091f9-d0cf-485f-85d9-5a18082d7931"
"51567","Drosophila busckii","60.615437","21.925931",NA,"2001171234","3b301884-51b9-443f-b63c-47feeccfb89f"
"51568","Drosophila funebris","60.615437","21.925931",NA,"2001146835","3b301884-51b9-443f-b63c-47feeccfb89f"
"51569","Drosophila funebris","60.615437","21.925931",NA,"2001146820","3b301884-51b9-443f-b63c-47feeccfb89f"
"51570","Drosophila obscura","59.176533","17.99385",NA,"2612652818","47de2276-f18a-4c46-b573-addeb32713f1"
"51571","Drosophila transversa","59.176533","17.99385",NA,"2612653272","47de2276-f18a-4c46-b573-addeb32713f1"
"51572","Drosophila transversa","59.17653","17.99385",NA,"4997763370","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51573","Drosophila obscura","59.17653","17.99385",NA,"4997769668","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"51574","Drosophila quinaria","41.1735","-81.3048",NA,"1316555501","6c032b27-e4fe-4bc9-8f11-6b5f864910ce"
"51575","Drosophila quinaria","41.1735","-81.3048",NA,"1316555566","6c032b27-e4fe-4bc9-8f11-6b5f864910ce"
"51576",NA,"35.2221","-82.7285",NA,"1316555614","6c032b27-e4fe-4bc9-8f11-6b5f864910ce"
"51577","Drosophila subobscura","52.375461","-2.344935",NA,"3303868001","12934e15-749a-4df4-ab89-211c10573525"
"51578","Drosophila subobscura","53.449848","-1.323881",NA,"3737223395","a99ca3c9-7448-4bf6-aba5-0ef61b01232c"
"51579","Drosophila subobscura","52.375461","-2.344935",NA,"3303867456","12934e15-749a-4df4-ab89-211c10573525"
"51580","Drosophila transversa","52.373408","-2.340071",NA,"3303868192","12934e15-749a-4df4-ab89-211c10573525"
"51581","Drosophila melanogaster","48.85863","2.3989",NA,"4590082268","1dc0b2e2-8ae4-40cf-aa71-74cbe65e5c18"
"51582","Drosophila subobscura","52.373408","-2.340071",NA,"3303868229","12934e15-749a-4df4-ab89-211c10573525"
"51583","Drosophila phalerata","52.373408","-2.340071",NA,"3303878673","12934e15-749a-4df4-ab89-211c10573525"
"51584","Drosophila subobscura","52.373408","-2.340071",NA,"3303867937","12934e15-749a-4df4-ab89-211c10573525"
"51585","Drosophila immigrans","53.449848","-1.323881",NA,"3736981791","a99ca3c9-7448-4bf6-aba5-0ef61b01232c"
"51586","Drosophila subobscura","52.373408","-2.340071",NA,"3303876717","12934e15-749a-4df4-ab89-211c10573525"
"51587","Drosophila subobscura","52.373408","-2.340071",NA,"3303876881","12934e15-749a-4df4-ab89-211c10573525"
"51588","Drosophila subobscura","52.373408","-2.340071",NA,"3303867810","12934e15-749a-4df4-ab89-211c10573525"
"51589","Drosophila histrio","60.366072","22.156837",NA,"2001171298","3b301884-51b9-443f-b63c-47feeccfb89f"
"51590","Drosophila immigrans","51.43383","-2.16754",NA,"3971005699","77b65773-a728-4b63-801a-69d822ab946a"
"51591",NA,"41.5294","-81.2165",NA,"1316555607","6c032b27-e4fe-4bc9-8f11-6b5f864910ce"
"51592",NA,"41.4761","-81.4011",NA,"1413062338","6c032b27-e4fe-4bc9-8f11-6b5f864910ce"
"51593",NA,"41.105","-87.4428",NA,"1455683912","6c032b27-e4fe-4bc9-8f11-6b5f864910ce"
"51594","Drosophila funebris","53.270595","-1.068053",NA,"3303878344","12934e15-749a-4df4-ab89-211c10573525"
"51595","Drosophila subobscura","52.373408","-2.340071",NA,"3303879301","12934e15-749a-4df4-ab89-211c10573525"
