"","Species","lat","long"
"1","Chymomyza_amoena","32.75252"," -97.192465"
"2","Chymomyza_amoena","29.58354"," -98.618078"
"3","Chymomyza_amoena","30.32762"," -97.806352"
"4","Chymomyza_amoena","29.46397"," -98.482313"
"5","Chymomyza_amoena","30.12493"," -95.687816"
"6","Chymomyza_amoena","32.39789"," -97.328346"
"7","Chymomyza_amoena","30.35750"," -97.723400"
"8","Chymomyza_amoena","30.61495"," -92.058105"
"9","Chymomyza_amoena","30.34977"," -88.548103"
"10","Chymomyza_amoena","33.03532"," -96.728032"
"11","Chymomyza_amoena","33.03532"," -96.728032"
"12","Chymomyza_amoena","33.03532"," -96.728032"
"13","Chymomyza_amoena","29.49042"," -98.539993"
"14","Chymomyza_amoena","32.90655"," -96.839559"
"15","Chymomyza_amoena","32.75250"," -97.192560"
"16","Chymomyza_amoena","33.91145"," -84.448471"
"17","Chymomyza_amoena","38.96738"," -77.325133"
"18","Chymomyza_amoena","33.04763"," -97.051719"
"19","Chymomyza_amoena","33.12511"," -96.878372"
"20","Chymomyza_amoena","33.03532"," -96.728032"
"21","Chymomyza_amoena","33.72663"," -84.377083"
"22","Chymomyza_amoena","30.27014"," -97.808237"
"23","Chymomyza_amoena","32.47534"," -97.010318"
"24","Chymomyza_amoena","36.28662"," -95.322250"
"25","Chymomyza_amoena","32.39728"," -97.327548"
"26","Chymomyza_amoena","33.80555"," -84.416573"
"27","Chymomyza_amoena","33.43665"," -86.812699"
"28","Chymomyza_amoena","34.04156"," -86.408722"
"29","Chymomyza_amoena","32.49571"," -94.570397"
"30","Chymomyza_amoena","29.72974"," -95.409566"
"31","Chymomyza_amoena","30.26953"," -97.826112"
"32","Chymomyza_amoena","33.99346"," -83.372860"
"33","Chymomyza_amoena","44.63427","  -0.998302"
"34","Chymomyza_amoena","35.86916"," -79.082582"
"35","Chymomyza_amoena","30.54890"," -97.625833"
"36","Chymomyza_amoena","30.35750"," -97.723400"
"37","Chymomyza_amoena","29.76793"," -95.383300"
"38","Chymomyza_amoena","29.68200"," -95.650000"
"39","Chymomyza_amoena","36.28662"," -95.322250"
"40","Chymomyza_amoena","32.82854"," -96.777637"
"41","Chymomyza_amoena","38.81881"," -77.118707"
"42","Chymomyza_amoena","38.77594"," -90.622826"
"43","Chymomyza_amoena","29.58152"," -98.637704"
"44","Chymomyza_amoena","32.68720"," -97.010747"
"45","Chymomyza_amoena","38.97192"," -77.369295"
"46","Chymomyza_amoena","32.72059"," -97.395395"
"47","Chymomyza_amoena","33.15723"," -96.568532"
"48","Chymomyza_amoena","40.66468"," -73.968543"
"49","Chymomyza_amoena","40.65959"," -73.966820"
"50","Chymomyza_amoena","37.21578"," -93.284854"
"51","Chymomyza_amoena","43.78120"," -79.281598"
"52","Chymomyza_amoena","43.78120"," -79.281598"
"53","Chymomyza_amoena","39.07281"," -77.464341"
"54","Chymomyza_amoena","41.72938"," -87.549212"
"55","Chymomyza_amoena","43.17983"," -80.577256"
"56","Chymomyza_amoena","43.20360"," -79.554011"
"57","Chymomyza_amoena","43.63683"," -79.448160"
"58","Chymomyza_amoena","37.95629"," -84.502727"
"59","Chymomyza_amoena","32.72931"," -97.113625"
"60","Chymomyza_amoena","29.76793"," -95.383367"
"61","Chymomyza_amoena","30.45457"," -97.798971"
"62","Chymomyza_amoena","33.03532"," -96.728032"
"63","Chymomyza_amoena","42.21599"," -79.857288"
"64","Chymomyza_amoena","39.74470"," -75.159109"
"65","Chymomyza_amoena","34.04183"," -86.409455"
"66","Chymomyza_amoena","52.05000","   6.050000"
"67","Chymomyza_amoena","51.40000","   6.100000"
"68","Chymomyza_amoena","51.35000","   5.450000"
"69","Chymomyza_amoena","52.00000","   5.500000"
"70","Chymomyza_amoena","51.40000","   5.500000"
"71","Chymomyza_amoena","42.06004"," -82.466367"
"72","Chymomyza_amoena","42.70528"," -83.188417"
"73","Chymomyza_amoena","40.03805"," -75.467322"
"74","Chymomyza_amoena","38.29912"," -76.533677"
"75","Chymomyza_amoena","38.89400"," -77.255661"
"76","Chymomyza_amoena","43.31377"," -73.664260"
"77","Chymomyza_amoena","32.78466"," -96.709053"
"78","Chymomyza_amoena","30.27632"," -97.815087"
"79","Chymomyza_amoena","33.97458","-117.325481"
"80","Chymomyza_amoena","42.06446"," -87.774363"
"81","Chymomyza_amoena","53.22080","   6.546794"
"82","Chymomyza_amoena","40.65399"," -73.996445"
"83","Chymomyza_amoena","51.05160","  17.167124"
"84","Chymomyza_amoena","42.69875"," -80.410211"
"85","Chymomyza_amoena","40.80404"," -73.465233"
"86","Chymomyza_amoena","39.61881"," -79.916577"
"87","Chymomyza_amoena","41.18908"," -74.075934"
"88","Chymomyza_amoena","41.19119"," -74.075630"
"89","Chymomyza_amoena","40.72032"," -73.611280"
"90","Chymomyza_amoena","43.65962"," -79.427078"
"91","Chymomyza_amoena","45.16581"," -93.380679"
"92","Chymomyza_amoena","41.21873"," -75.841552"
"93","Chymomyza_amoena","41.21877"," -75.842261"
"94","Chymomyza_amoena","39.96815"," -86.155311"
"95","Chymomyza_amoena","39.87197"," -86.067065"
"96","Chymomyza_amoena","45.64528"," -73.441542"
"97","Chymomyza_amoena","37.53052"," -88.983527"
"98","Chymomyza_amoena","40.38748"," -76.060305"
"99","Chymomyza_amoena","37.98278"," -80.946363"
"100","Chymomyza_amoena","53.16934","   8.176075"
"101","Chymomyza_amoena","39.70773"," -79.889881"
"102","Chymomyza_amoena","51.03493","  17.213569"
"103","Chymomyza_amoena","53.95285","  10.209909"
"104","Chymomyza_amoena","40.95508"," -76.610155"
"105","Chymomyza_amoena","53.35680","   6.333271"
"106","Chymomyza_amoena","41.97837"," -72.692725"
"107","Chymomyza_amoena","40.95519"," -76.610177"
"108","Chymomyza_amoena","41.30867","-111.930037"
"109","Chymomyza_amoena","45.49437"," -73.580651"
"110","Chymomyza_amoena","44.22749"," -69.886426"
"111","Chymomyza_amoena","46.00322"," -77.444228"
"112","Chymomyza_amoena","40.58835"," -74.139725"
"113","Chymomyza_amoena","38.96308"," -77.150572"
"114","Chymomyza_amoena","38.96374"," -77.147367"
"115","Chymomyza_amoena","49.99779","  18.448210"
"116","Chymomyza_amoena","53.09104","   8.829184"
"117","Chymomyza_amoena","40.00333"," -86.305727"
"118","Chymomyza_amoena","39.11041"," -88.541193"
"119","Chymomyza_amoena","32.74177"," -97.242983"
"120","Chymomyza_amoena","34.01589"," -84.775569"
"121","Chymomyza_amoena","38.98173"," -77.512538"
"122","Chymomyza_amoena","39.72138"," -84.065994"
"123","Chymomyza_amoena","38.57794"," -78.380659"
"124","Chymomyza_amoena","53.09785","   8.841059"
"125","Chymomyza_amoena","39.72147"," -84.066422"
"126","Chymomyza_amoena","33.03532"," -96.728032"
"127","Chymomyza_amoena","47.24258","  18.648559"
"128","Chymomyza_amoena","39.76621"," -86.175790"
"129","Chymomyza_amoena","39.76621"," -86.175790"
"130","Chymomyza_amoena","40.78148"," -73.970092"
"131","Chymomyza_amoena","40.58244"," -74.142809"
"132","Chymomyza_amoena","38.29912"," -76.533677"
"133","Chymomyza_amoena","41.73661"," -70.045346"
"134","Chymomyza_amoena","42.67134"," -80.403610"
"135","Chymomyza_amoena","54.48227","  43.522000"
"136","Chymomyza_amoena","51.95000","   5.750000"
"137","Chymomyza_amoena","51.45000","   6.150000"
"138","Chymomyza_amoena","52.20000","   5.200000"
"139","Chymomyza_amoena","51.65000","   5.300000"
"140","Chymomyza_amoena","51.60000","   5.100000"
"141","Chymomyza_amoena","52.00000","   4.300000"
"142","Chymomyza_amoena","51.60000","   4.850000"
"143","Chymomyza_amoena","52.00000","   5.750000"
"144","Chymomyza_amoena","51.95000","   5.700000"
"145","Chymomyza_amoena","52.15000","   5.350000"
"146","Chymomyza_amoena","51.35000","   5.150000"
"147","Chymomyza_amoena","50.75000","   5.900000"
"148","Chymomyza_amoena","52.15000","   5.350000"
"149","Chymomyza_amoena","51.40000","   5.500000"
"150","Chymomyza_amoena","52.50000","   5.900000"
"151","Chymomyza_amoena","51.95000","   5.450000"
"152","Chymomyza_amoena","51.65000","   5.300000"
"153","Chymomyza_amoena","52.30000","   4.600000"
"154","Chymomyza_amoena","53.35000","   6.300000"
"155","Chymomyza_amoena","53.35000","   6.300000"
"156","Chymomyza_amoena","52.50000","   6.250000"
"157","Chymomyza_amoena","51.95000","   5.650000"
"158","Chymomyza_amoena","51.75000","   5.550000"
"159","Chymomyza_amoena","53.05000","   6.650000"
"160","Chymomyza_amoena","51.75000","   5.550000"
"161","Chymomyza_amoena","51.75000","   5.900000"
"162","Chymomyza_amoena","52.25000","   5.600000"
"163","Chymomyza_amoena","53.10000","   6.100000"
"164","Chymomyza_amoena","51.40000","   5.500000"
"165","Chymomyza_amoena","52.40199","   9.811271"
"166","Chymomyza_amoena","52.40199","   9.811271"
"167","Chymomyza_amoena","57.68548","  11.939800"
"168","Chymomyza_amoena","40.04728","-105.287263"
"169","Chymomyza_amoena","43.18928"," -74.198174"
"170","Chymomyza_amoena","34.17268"," -80.943777"
"171","Chymomyza_amoena","33.13632"," -96.561507"
"172","Chymomyza_amoena","50.15166","  19.256729"
"173","Chymomyza_amoena","39.02819"," -77.110711"
"174","Chymomyza_amoena","35.71193"," -83.567814"
"175","Chymomyza_amoena","43.64048"," -85.829746"
"176","Chymomyza_amoena","39.33552"," -82.097363"
"177","Chymomyza_amoena","51.62779","   4.847738"
"178","Chymomyza_amoena","40.19404"," -88.315007"
"179","Chymomyza_amoena","51.63730","   5.132500"
"180","Chymomyza_amoena","45.17313"," -93.018677"
"181","Chymomyza_amoena","43.43782"," -80.536379"
"182","Chymomyza_amoena","43.64669"," -80.017663"
"183","Chymomyza_amoena","40.58508"," -89.002993"
"184","Chymomyza_amoena","41.47308"," -81.492740"
"185","Chymomyza_amoena","46.27115"," -79.567434"
"186","Chymomyza_amoena","42.59470"," -83.182834"
"187","Chymomyza_amoena","41.30867","-111.930037"
"188","Chymomyza_amoena","43.31362"," -73.664515"
"189","Chymomyza_amoena","53.09900","  10.849169"
"190","Chymomyza_amoena","41.30867","-111.930037"
"191","Chymomyza_amoena","42.89889"," -88.160221"
"192","Chymomyza_amoena","51.09241","   6.588245"
"193","Chymomyza_amoena","43.31367"," -73.664604"
"194","Chymomyza_amoena","36.12720"," -84.458245"
"195","Chymomyza_amoena","33.03532"," -96.728032"
"196","Chymomyza_amoena","53.51033","-113.540433"
"197","Chymomyza_amoena","45.79201"," -82.336915"
"198","Chymomyza_amoena","45.79202"," -82.336979"
"199","Chymomyza_amoena","40.37941"," -79.902721"
"200","Chymomyza_amoena","59.87707","  17.616598"
"201","Chymomyza_amoena","41.73661"," -70.045340"
"202","Chymomyza_amoena","54.48071","  43.524400"
"203","Chymomyza_amoena","51.65000","   5.550000"
"204","Chymomyza_amoena","52.15000","   5.350000"
"205","Chymomyza_amoena","51.75000","   5.550000"
"206","Chymomyza_amoena","50.90000","   5.900000"
"207","Chymomyza_amoena","52.00000","   5.900000"
"208","Chymomyza_amoena","51.75000","   5.550000"
"209","Chymomyza_amoena","51.95000","   5.950000"
"210","Chymomyza_amoena","52.10000","   5.200000"
"211","Chymomyza_amoena","51.20000","   5.950000"
"212","Chymomyza_amoena","51.60000","   4.800000"
"213","Chymomyza_amoena","51.60000","   5.100000"
"214","Chymomyza_amoena","51.95000","   5.950000"
"215","Chymomyza_amoena","51.75000","   5.550000"
"216","Chymomyza_amoena","51.95000","   5.900000"
"217","Chymomyza_amoena","52.00000","   4.700000"
"218","Chymomyza_amoena","52.65000","   4.650000"
"219","Chymomyza_amoena","52.95000","   7.000000"
"220","Chymomyza_amoena","53.25000","   4.950000"
"221","Chymomyza_amoena","59.35658","  18.063390"
"222","Chymomyza_amoena","46.54924"," -87.521904"
"223","Chymomyza_amoena","39.81797"," -75.073367"
"224","Chymomyza_amoena","43.79238"," -79.479538"
"225","Chymomyza_amoena","42.60420"," -71.616820"
"226","Chymomyza_amoena","50.15000","  19.250000"
"227","Chymomyza_amoena","43.16724"," -71.369382"
"228","Chymomyza_amoena","43.13767"," -71.398611"
"229","Chymomyza_amoena","43.07112"," -71.355641"
"230","Chymomyza_amoena","41.30867","-111.930037"
"231","Chymomyza_amoena","42.74772"," -73.925428"
"232","Chymomyza_amoena","39.50478"," -88.085817"
"233","Chymomyza_amoena","42.94903"," -81.195180"
"234","Chymomyza_amoena","42.91503"," -72.613767"
"235","Chymomyza_amoena","41.30867","-111.930037"
"236","Chymomyza_amoena","44.82775"," -92.943822"
"237","Chymomyza_amoena","41.30867","-111.930037"
"238","Chymomyza_amoena","41.30867","-111.930037"
"239","Chymomyza_amoena","41.30867","-111.930037"
"240","Chymomyza_amoena","35.63245"," -83.045003"
"241","Chymomyza_amoena","36.19619"," -82.064383"
"242","Chymomyza_amoena","43.13938"," -79.114366"
"243","Chymomyza_amoena","43.87262"," -78.880125"
"244","Chymomyza_amoena","44.40165"," -89.517643"
"245","Chymomyza_amoena","49.57205","-119.623830"
"246","Chymomyza_amoena","53.12917","   8.339561"
"247","Chymomyza_amoena","45.35861"," -79.128693"
"248","Chymomyza_amoena","41.34710"," -72.902486"
"249","Chymomyza_amoena","50.30191","  17.508141"
"250","Chymomyza_amoena","44.94080"," -93.281997"
"251","Chymomyza_amoena","40.44159"," -80.099225"
"252","Chymomyza_amoena","55.00307","  15.023228"
"253","Chymomyza_amoena","43.31340"," -73.664544"
"254","Chymomyza_amoena","46.00125"," -74.015836"
"255","Chymomyza_amoena","34.21898","-118.141812"
"256","Chymomyza_amoena","34.21902","-118.141762"
"257","Chymomyza_amoena","41.30867","-111.930037"
"258","Chymomyza_amoena","45.96269"," -66.620674"
"259","Chymomyza_amoena","45.33119"," -79.225604"
"260","Chymomyza_amoena","39.64854"," -78.884430"
"261","Chymomyza_amoena","41.42450"," -72.903450"
"262","Chymomyza_amoena","39.62195"," -79.809818"
"263","Chymomyza_amoena","56.87980","  60.648533"
"264","Chymomyza_amoena","56.91623","  60.699955"
"265","Chymomyza_amoena","51.75000","   5.550000"
"266","Chymomyza_amoena","51.75000","   5.550000"
"267","Chymomyza_amoena","52.35000","   4.900000"
"268","Chymomyza_amoena","52.25000","   6.450000"
"269","Chymomyza_amoena","52.35000","   4.950000"
"270","Chymomyza_amoena","51.45000","   3.900000"
"271","Chymomyza_amoena","51.75000","   5.550000"
"272","Chymomyza_amoena","51.75000","   5.550000"
"273","Chymomyza_amoena","51.95000","   4.400000"
"274","Chymomyza_amoena","53.10000","   7.150000"
"275","Chymomyza_amoena","51.40000","   5.500000"
"276","Chymomyza_amoena","52.05000","   4.450000"
"277","Chymomyza_amoena","51.75000","   5.550000"
"278","Chymomyza_amoena","51.50000","   5.350000"
"279","Chymomyza_amoena","52.60000","   4.700000"
"280","Chymomyza_amoena","53.21435","   6.550315"
"281","Chymomyza_amoena","44.85403"," -84.291443"
"282","Chymomyza_amoena","53.11301","   8.202288"
"283","Chymomyza_amoena","40.66069"," -73.742797"
"284","Chymomyza_amoena","45.54729"," -73.143207"
"285","Chymomyza_amoena","43.68963"," -73.504508"
"286","Chymomyza_amoena","44.14961"," -71.800798"
"287","Chymomyza_amoena","43.19334"," -88.010433"
"288","Chymomyza_amoena","41.62679"," -74.576225"
"289","Chymomyza_amoena","42.60420"," -71.616820"
"290","Chymomyza_amoena","43.83687"," -70.012056"
"291","Chymomyza_amoena","40.25709"," -83.074277"
"292","Chymomyza_amoena","41.62545"," -87.099174"
"293","Chymomyza_amoena","40.74464"," -73.741841"
"294","Chymomyza_amoena","41.34710"," -72.902486"
"295","Chymomyza_amoena","44.04503"," -77.743490"
"296","Chymomyza_amoena","38.86058"," -77.325297"
"297","Chymomyza_amoena","53.10640","   8.846019"
"298","Chymomyza_amoena","43.74652"," -79.801433"
"299","Chymomyza_amoena","41.72204"," -71.516634"
"300","Chymomyza_amoena","43.74408"," -79.802803"
"301","Chymomyza_amoena","39.24577"," -77.082841"
"302","Chymomyza_amoena","35.87021"," -82.195390"
"303","Chymomyza_amoena","48.12510","  11.582786"
"304","Chymomyza_amoena","38.77393"," -83.172949"
"305","Chymomyza_amoena","41.66344"," -70.361605"
"306","Chymomyza_amoena","44.34085"," -72.461393"
"307","Chymomyza_amoena","51.15000","   6.050000"
"308","Chymomyza_amoena","51.75000","   5.550000"
"309","Chymomyza_amoena","51.40000","   5.500000"
"310","Chymomyza_amoena","48.24165","  15.480130"
"311","Chymomyza_amoena","44.99109","   7.592303"
"312","Chymomyza_amoena","42.24259"," -83.047853"
"313","Chymomyza_amoena","56.21923","  43.920393"
"314","Chymomyza_amoena","56.21923","  43.920393"
"315","Chymomyza_amoena","56.21785","  43.921599"
"316","Chymomyza_amoena","56.21785","  43.921599"
"317","Chymomyza_amoena","39.52441"," -79.817345"
"318","Chymomyza_amoena","43.58769"," -79.753306"
"319","Chymomyza_amoena","61.45492","  24.110833"
"320","Chymomyza_amoena","44.41961"," -69.712891"
"321","Chymomyza_amoena","39.76621"," -86.175790"
"322","Chymomyza_amoena","55.43203","  36.081223"
"323","Chymomyza_amoena","50.13419","   8.700526"
"324","Chymomyza_amoena","37.33538"," -79.173619"
"325","Chymomyza_amoena","42.60420"," -71.616820"
"326","Chymomyza_amoena","45.03564"," -93.198587"
"327","Chymomyza_amoena","56.04465","  37.861951"
"328","Chymomyza_amoena","42.97825"," -72.020165"
"329","Chymomyza_amoena","45.34469"," -75.824233"
"330","Chymomyza_amoena","53.09528","   8.829658"
"331","Chymomyza_amoena","58.65766","  37.276768"
"332","Chymomyza_amoena","51.37930","   7.492737"
"333","Chymomyza_amoena","51.93684","  15.517277"
"334","Chymomyza_amoena","42.47625"," -71.884033"
"335","Chymomyza_amoena","37.75847"," -84.791573"
"336","Chymomyza_amoena","54.72095","  20.441907"
"337","Chymomyza_amoena","61.18756","  28.772980"
"338","Chymomyza_amoena","41.34710"," -72.902486"
"339","Chymomyza_amoena","50.17729","  30.320553"
"340","Chymomyza_amoena","50.17765","  30.320497"
"341","Chymomyza_amoena","61.16985","  28.776604"
"342","Chymomyza_amoena","61.16985","  28.776602"
"343","Chymomyza_amoena","55.83195","  37.289833"
"344","Chymomyza_amoena","55.06070","  32.690656"
"345","Chymomyza_amoena","56.86416","  60.655109"
"346","Chymomyza_amoena","39.20121"," -86.454875"
"347","Chymomyza_amoena","47.80018","  13.033111"
"348","Chymomyza_amoena","51.01600","  13.761846"
"349","Chymomyza_amoena","56.03476","  37.851947"
"350","Chymomyza_amoena","61.18833","  28.771944"
"351","Chymomyza_amoena","61.16932","  28.774632"
"352","Chymomyza_amoena","43.47405"," -80.540480"
"353","Chymomyza_amoena","61.16925","  28.771074"
"354","Chymomyza_amoena","61.16909","  28.771458"
"355","Chymomyza_amoena","61.16896","  28.771605"
"356","Chymomyza_amoena","53.14703","   9.198106"
"357","Chymomyza_amoena","30.35855"," -98.140953"
"358","Chymomyza_amoena","33.03532"," -96.728032"
"359","Chymomyza_amoena","30.36517"," -98.092596"
"360","Chymomyza_amoena","51.97608","   5.718381"
"361","Chymomyza_amoena","47.75539","  13.070126"
"362","Chymomyza_amoena","47.76237","  13.038417"
"363","Chymomyza_amoena","52.40199","   9.811271"
"364","Chymomyza_amoena","57.68871","  11.939950"
"365","Chymomyza_amoena","32.75253"," -97.192480"
"366","Chymomyza_amoena","53.57555","   9.948375"
"367","Chymomyza_amoena","30.10395"," -98.426201"
"368","Chymomyza_amoena","57.21359","  41.936809"
"369","Chymomyza_amoena","32.75234"," -97.192470"
"370","Chymomyza_amoena","33.03532"," -96.728032"
"371","Chymomyza_amoena","32.75251"," -97.192500"
"372","Chymomyza_amoena","59.35658","  18.063390"
"373","Chymomyza_amoena","30.41178"," -97.648706"
"374","Chymomyza_amoena","30.45459"," -97.798961"
"375","Chymomyza_amoena","32.75250"," -97.192505"
"376","Chymomyza_amoena","32.53979"," -92.069459"
"377","Chymomyza_amoena","38.49242"," -76.498360"
"378","Chymomyza_amoena","36.90157"," -76.120462"
"379","Chymomyza_amoena","36.81332"," -85.650139"
"380","Chymomyza_amoena","35.72369"," -78.788047"
"381","Chymomyza_amoena","30.61482"," -92.058099"
"382","Chymomyza_amoena","32.74403"," -95.333483"
"383","Chymomyza_amoena","30.45458"," -97.798946"
"384","Chymomyza_amoena","30.29081"," -91.232753"
"385","Chymomyza_amoena","30.61496"," -92.058072"
"386","Chymomyza_amoena","30.36642"," -97.673551"
"387","Chymomyza_amoena","30.64952"," -96.390244"
"388","Chymomyza_amoena","30.63455"," -96.385789"
"389","Chymomyza_amoena","32.59551"," -92.272035"
"390","Chymomyza_amoena","35.03895"," -85.274228"
"391","Chymomyza_amoena","36.90094"," -76.122239"
"392","Chymomyza_amoena","35.65358"," -82.182150"
"393","Chymomyza_amoena","36.18333"," -80.069611"
"394","Chymomyza_amoena","35.91331"," -79.048705"
"395","Chymomyza_amoena","35.79647"," -91.426911"
"396","Chymomyza_amoena","33.39250"," -86.773159"
"397","Chymomyza_amoena","33.03532"," -96.728032"
"398","Chymomyza_amoena","36.23191"," -80.301523"
"399","Chymomyza_amoena","35.78461"," -78.656212"
"400","Chymomyza_amoena","32.68550"," -94.178156"
"401","Chymomyza_amoena","40.39166"," -86.877101"
"402","Chymomyza_amoena","37.55539"," -84.239278"
"403","Chymomyza_amoena","42.22324"," -83.016381"
"404","Chymomyza_amoena","42.22325"," -83.016350"
"405","Chymomyza_amoena","42.07089"," -71.594619"
"406","Chymomyza_amoena","40.19369"," -74.922940"
"407","Chymomyza_amoena","33.00179"," -96.847397"
"408","Chymomyza_amoena","42.22327"," -83.016358"
"409","Chymomyza_amoena","43.68298"," -79.412531"
"410","Chymomyza_amoena","37.16686"," -76.451787"
"411","Chymomyza_amoena","43.00588"," -81.269556"
"412","Chymomyza_amoena","42.44881"," -71.391166"
"413","Chymomyza_amoena","39.00762"," -77.131468"
"414","Chymomyza_amoena","39.20518"," -74.869166"
"415","Chymomyza_amoena","40.39169"," -86.877199"
"416","Chymomyza_amoena","43.00566"," -81.269671"
"417","Chymomyza_amoena","41.04587"," -75.284989"
"418","Chymomyza_amoena","35.02006"," -92.484494"
"419","Chymomyza_amoena","43.22863"," -79.745438"
"420","Chymomyza_amoena","41.34710"," -72.902486"
"421","Chymomyza_amoena","35.19136"," -80.720794"
"422","Chymomyza_amoena","40.04534"," -75.336770"
"423","Chymomyza_amoena","33.03532"," -96.728032"
"424","Chymomyza_amoena","42.02941"," -82.825781"
"425","Chymomyza_amoena","38.65861"," -77.373003"
"426","Chymomyza_amoena","39.67068"," -75.075993"
"427","Chymomyza_amoena","39.21959"," -76.071813"
"428","Chymomyza_amoena","40.78912"," -73.960563"
"429","Chymomyza_amoena","38.98448"," -77.009283"
"430","Chymomyza_amoena","30.73744"," -96.280061"
"431","Chymomyza_amoena","33.15982"," -96.568195"
"432","Chymomyza_amoena","43.02221"," -77.063503"
"433","Chymomyza_amoena","33.12852"," -93.177966"
"434","Chymomyza_amoena","30.61138"," -96.347807"
"435","Chymomyza_amoena","39.32688"," -94.935801"
"436","Chymomyza_amoena","32.73997"," -97.051943"
"437","Chymomyza_amoena","40.73075"," -77.882952"
"438","Chymomyza_amoena","40.73060"," -77.882823"
"439","Chymomyza_amoena","43.47667"," -80.572611"
"440","Chymomyza_amoena","42.08588"," -82.446150"
"441","Chymomyza_amoena","39.01053"," -77.130185"
"442","Chymomyza_amoena","35.88370"," -78.659871"
"443","Chymomyza_amoena","40.73858"," -77.753522"
"444","Chymomyza_amoena","38.87266"," -76.828106"
"445","Chymomyza_amoena","41.18217"," -96.025120"
"446","Chymomyza_amoena","38.89701"," -77.166931"
"447","Chymomyza_amoena","39.87154"," -75.367749"
"448","Chymomyza_amoena","36.98149"," -83.185121"
"449","Chymomyza_amoena","43.19152"," -79.603101"
"450","Chymomyza_amoena","40.03659"," -75.338672"
"451","Chymomyza_amoena","32.78454"," -96.708992"
"452","Chymomyza_amoena","38.66958"," -90.391762"
"453","Chymomyza_amoena","38.69329"," -77.255757"
"454","Chymomyza_amoena","43.89807"," -79.280940"
"455","Chymomyza_amoena","43.89788"," -79.280525"
"456","Chymomyza_amoena","38.22976"," -86.725258"
"457","Chymomyza_amoena","40.00468"," -74.060347"
"458","Chymomyza_amoena","46.98322","  32.000756"
"459","Chymomyza_amoena","39.32688"," -94.935794"
"460","Chymomyza_amoena","41.93250"," -82.511567"
"461","Chymomyza_amoena","39.31193"," -76.776436"
"462","Chymomyza_amoena","38.97500"," -77.401528"
"463","Chymomyza_amoena","38.84739"," -92.278548"
"464","Chymomyza_amoena","38.31319"," -83.816967"
"465","Chymomyza_amoena","46.86008"," -96.748843"
"466","Chymomyza_amoena","42.43825"," -76.459958"
"467","Chymomyza_amoena","43.73168"," -79.481343"
"468","Chymomyza_amoena","42.32246"," -71.114998"
"469","Chymomyza_amoena","34.28799"," -85.681816"
"470","Chymomyza_amoena","43.17977"," -80.577018"
"471","Chymomyza_amoena","41.97976"," -87.743850"
"472","Chymomyza_amoena","30.51625"," -97.728646"
"473","Chymomyza_amoena","44.22449"," -72.292783"
"474","Chymomyza_amoena","51.93414","  15.591623"
"475","Chymomyza_amoena","42.99936"," -81.308991"
"476","Chymomyza_amoena","48.01588","  37.802850"
"477","Chymomyza_amoena","40.83660"," -81.342337"
"478","Chymomyza_amoena","39.34911"," -76.899647"
"479","Chymomyza_amoena","41.97972"," -87.743820"
"480","Chymomyza_amoena","40.80435"," -77.876249"
"481","Chymomyza_amoena","40.30159"," -75.035542"
"482","Chymomyza_amoena","41.34710"," -72.902486"
"483","Chymomyza_amoena","42.67052"," -80.403800"
"484","Chymomyza_amoena","42.67051"," -80.403803"
"485","Chymomyza_amoena","42.64668"," -72.424444"
"486","Chymomyza_amoena","52.05000","   5.150000"
"487","Chymomyza_amoena","51.80000","   5.800000"
"488","Chymomyza_amoena","52.20000","   6.250000"
"489","Chymomyza_amoena","51.95000","   5.650000"
"490","Chymomyza_amoena","51.40000","   5.500000"
"491","Chymomyza_amoena","51.95000","   5.200000"
"492","Chymomyza_amoena","51.80000","   5.900000"
"493","Chymomyza_amoena","51.05000","   5.850000"
"494","Chymomyza_amoena","52.00000","   5.450000"
"495","Chymomyza_amoena","52.60000","   4.700000"
"496","Chymomyza_amoena","52.15000","   5.350000"
"497","Chymomyza_amoena","52.15000","   5.300000"
"498","Chymomyza_amoena","52.10000","   5.250000"
"499","Chymomyza_amoena","52.25000","   5.100000"
"500","Chymomyza_amoena","52.45000","   6.400000"
"501","Chymomyza_procnemis","-25.123","31.916"
"502","Chymomyza_procnemis","-25.123","31.916"
"503","Chymomyza_procnemis",NA,NA
"504","Chymomyza_procnemis",NA,NA
"505","Chymomyza_procnemis",NA,NA
"506","Chymomyza_procnemis",NA,NA
"507","Chymomyza_procnemis",NA,NA
"508","Chymomyza_procnemis",NA,NA
"509","Drosophila_affinis","60.66030","-134.89190"
"510","Drosophila_affinis","60.78840","-135.18750"
"511","Drosophila_affinis","43.03064"," -76.13676"
"512","Drosophila_affinis","40.87290"," -73.45174"
"513","Drosophila_affinis","40.87000"," -73.45000"
"514","Drosophila_affinis","41.10200"," -73.82500"
"515","Drosophila_affinis","41.10800"," -73.82300"
"516","Drosophila_affinis","41.10400"," -73.82500"
"517","Drosophila_affinis","10.76300"," -85.33500"
"518","Drosophila_affinis","60.87800","-135.32400"
"519","Drosophila_affinis","60.78100","-135.17900"
"520","Drosophila_affinis","36.00000"," -78.94000"
"521","Drosophila_affinis","36.00000"," -78.94000"
"522","Drosophila_affinis","36.00000"," -78.94000"
"523","Drosophila_affinis","36.00000"," -78.94000"
"524","Drosophila_affinis","36.00000"," -78.94000"
"525","Drosophila_affinis","36.00000"," -78.94000"
"526","Drosophila_affinis","36.00000"," -78.94000"
