"","Species","GS","lat","long"
"1","Chymomyza_amoena",384.8,32.75252,-97.192465
"2","Chymomyza_amoena",384.8,29.58354,-98.618078
"3","Chymomyza_amoena",384.8,30.32762,-97.806352
"4","Chymomyza_amoena",384.8,29.46397,-98.482313
"5","Chymomyza_amoena",384.8,30.12493,-95.687816
"6","Chymomyza_amoena",384.8,32.39789,-97.328346
"7","Chymomyza_amoena",384.8,30.3575,-97.7234
"8","Chymomyza_amoena",384.8,30.61495,-92.058105
"9","Chymomyza_amoena",384.8,30.34977,-88.548103
"10","Chymomyza_amoena",384.8,33.03532,-96.728032
"11","Chymomyza_amoena",384.8,33.03532,-96.728032
"12","Chymomyza_amoena",384.8,33.03532,-96.728032
"13","Chymomyza_amoena",384.8,29.49042,-98.539993
"14","Chymomyza_amoena",384.8,32.90655,-96.839559
"15","Chymomyza_amoena",384.8,32.7525,-97.19256
"16","Chymomyza_amoena",384.8,33.91145,-84.448471
"17","Chymomyza_amoena",384.8,38.96738,-77.325133
"18","Chymomyza_amoena",384.8,33.04763,-97.051719
"19","Chymomyza_amoena",384.8,33.12511,-96.878372
"20","Chymomyza_amoena",384.8,33.03532,-96.728032
"21","Chymomyza_amoena",384.8,33.72663,-84.377083
"22","Chymomyza_amoena",384.8,30.27014,-97.808237
"23","Chymomyza_amoena",384.8,32.47534,-97.010318
"24","Chymomyza_amoena",384.8,36.28662,-95.32225
"25","Chymomyza_amoena",384.8,32.39728,-97.327548
"26","Chymomyza_amoena",384.8,33.80555,-84.416573
"27","Chymomyza_amoena",384.8,33.43665,-86.812699
"28","Chymomyza_amoena",384.8,34.04156,-86.408722
"29","Chymomyza_amoena",384.8,32.49571,-94.570397
"30","Chymomyza_amoena",384.8,29.72974,-95.409566
"31","Chymomyza_amoena",384.8,30.26953,-97.826112
"32","Chymomyza_amoena",384.8,33.99346,-83.37286
"33","Chymomyza_amoena",384.8,44.63427,-0.998302
"34","Chymomyza_amoena",384.8,35.86916,-79.082582
"35","Chymomyza_amoena",384.8,30.5489,-97.625833
"36","Chymomyza_amoena",384.8,30.3575,-97.7234
"37","Chymomyza_amoena",384.8,29.76793,-95.3833
"38","Chymomyza_amoena",384.8,29.682,-95.65
"39","Chymomyza_amoena",384.8,36.28662,-95.32225
"40","Chymomyza_amoena",384.8,32.82854,-96.777637
"41","Chymomyza_amoena",384.8,38.81881,-77.118707
"42","Chymomyza_amoena",384.8,38.77594,-90.622826
"43","Chymomyza_amoena",384.8,29.58152,-98.637704
"44","Chymomyza_amoena",384.8,32.6872,-97.010747
"45","Chymomyza_amoena",384.8,38.97192,-77.369295
"46","Chymomyza_amoena",384.8,32.72059,-97.395395
"47","Chymomyza_amoena",384.8,33.15723,-96.568532
"48","Chymomyza_amoena",384.8,40.66468,-73.968543
"49","Chymomyza_amoena",384.8,40.65959,-73.96682
"50","Chymomyza_amoena",384.8,37.21578,-93.284854
"51","Chymomyza_amoena",384.8,43.7812,-79.281598
"52","Chymomyza_amoena",384.8,43.7812,-79.281598
"53","Chymomyza_amoena",384.8,39.07281,-77.464341
"54","Chymomyza_amoena",384.8,41.72938,-87.549212
"55","Chymomyza_amoena",384.8,43.17983,-80.577256
"56","Chymomyza_amoena",384.8,43.2036,-79.554011
"57","Chymomyza_amoena",384.8,43.63683,-79.44816
"58","Chymomyza_amoena",384.8,37.95629,-84.502727
"59","Chymomyza_amoena",384.8,32.72931,-97.113625
"60","Chymomyza_amoena",384.8,29.76793,-95.383367
"61","Chymomyza_amoena",384.8,30.45457,-97.798971
"62","Chymomyza_amoena",384.8,33.03532,-96.728032
"63","Chymomyza_amoena",384.8,42.21599,-79.857288
"64","Chymomyza_amoena",384.8,39.7447,-75.159109
"65","Chymomyza_amoena",384.8,34.04183,-86.409455
"66","Chymomyza_amoena",384.8,52.05,6.05
"67","Chymomyza_amoena",384.8,51.4,6.1
"68","Chymomyza_amoena",384.8,51.35,5.45
"69","Chymomyza_amoena",384.8,52,5.5
"70","Chymomyza_amoena",384.8,51.4,5.5
"71","Chymomyza_amoena",384.8,42.06004,-82.466367
"72","Chymomyza_amoena",384.8,42.70528,-83.188417
"73","Chymomyza_amoena",384.8,40.03805,-75.467322
"74","Chymomyza_amoena",384.8,38.29912,-76.533677
"75","Chymomyza_amoena",384.8,38.894,-77.255661
"76","Chymomyza_amoena",384.8,43.31377,-73.66426
"77","Chymomyza_amoena",384.8,32.78466,-96.709053
"78","Chymomyza_amoena",384.8,30.27632,-97.815087
"79","Chymomyza_amoena",384.8,33.97458,-117.325481
"80","Chymomyza_amoena",384.8,42.06446,-87.774363
"81","Chymomyza_amoena",384.8,53.2208,6.546794
"82","Chymomyza_amoena",384.8,40.65399,-73.996445
"83","Chymomyza_amoena",384.8,51.0516,17.167124
"84","Chymomyza_amoena",384.8,42.69875,-80.410211
"85","Chymomyza_amoena",384.8,40.80404,-73.465233
"86","Chymomyza_amoena",384.8,39.61881,-79.916577
"87","Chymomyza_amoena",384.8,41.18908,-74.075934
"88","Chymomyza_amoena",384.8,41.19119,-74.07563
"89","Chymomyza_amoena",384.8,40.72032,-73.61128
"90","Chymomyza_amoena",384.8,43.65962,-79.427078
"91","Chymomyza_amoena",384.8,45.16581,-93.380679
"92","Chymomyza_amoena",384.8,41.21873,-75.841552
"93","Chymomyza_amoena",384.8,41.21877,-75.842261
"94","Chymomyza_amoena",384.8,39.96815,-86.155311
"95","Chymomyza_amoena",384.8,39.87197,-86.067065
"96","Chymomyza_amoena",384.8,45.64528,-73.441542
"97","Chymomyza_amoena",384.8,37.53052,-88.983527
"98","Chymomyza_amoena",384.8,40.38748,-76.060305
"99","Chymomyza_amoena",384.8,37.98278,-80.946363
"100","Chymomyza_amoena",384.8,53.16934,8.176075
"101","Chymomyza_amoena",384.8,39.70773,-79.889881
"102","Chymomyza_amoena",384.8,51.03493,17.213569
"103","Chymomyza_amoena",384.8,53.95285,10.209909
"104","Chymomyza_amoena",384.8,40.95508,-76.610155
"105","Chymomyza_amoena",384.8,53.3568,6.333271
"106","Chymomyza_amoena",384.8,41.97837,-72.692725
"107","Chymomyza_amoena",384.8,40.95519,-76.610177
"108","Chymomyza_amoena",384.8,41.30867,-111.930037
"109","Chymomyza_amoena",384.8,45.49437,-73.580651
"110","Chymomyza_amoena",384.8,44.22749,-69.886426
"111","Chymomyza_amoena",384.8,46.00322,-77.444228
"112","Chymomyza_amoena",384.8,40.58835,-74.139725
"113","Chymomyza_amoena",384.8,38.96308,-77.150572
"114","Chymomyza_amoena",384.8,38.96374,-77.147367
"115","Chymomyza_amoena",384.8,49.99779,18.44821
"116","Chymomyza_amoena",384.8,53.09104,8.829184
"117","Chymomyza_amoena",384.8,40.00333,-86.305727
"118","Chymomyza_amoena",384.8,39.11041,-88.541193
"119","Chymomyza_amoena",384.8,32.74177,-97.242983
"120","Chymomyza_amoena",384.8,34.01589,-84.775569
"121","Chymomyza_amoena",384.8,38.98173,-77.512538
"122","Chymomyza_amoena",384.8,39.72138,-84.065994
"123","Chymomyza_amoena",384.8,38.57794,-78.380659
"124","Chymomyza_amoena",384.8,53.09785,8.841059
"125","Chymomyza_amoena",384.8,39.72147,-84.066422
"126","Chymomyza_amoena",384.8,33.03532,-96.728032
"127","Chymomyza_amoena",384.8,47.24258,18.648559
"128","Chymomyza_amoena",384.8,39.76621,-86.17579
"129","Chymomyza_amoena",384.8,39.76621,-86.17579
"130","Chymomyza_amoena",384.8,40.78148,-73.970092
"131","Chymomyza_amoena",384.8,40.58244,-74.142809
"132","Chymomyza_amoena",384.8,38.29912,-76.533677
"133","Chymomyza_amoena",384.8,41.73661,-70.045346
"134","Chymomyza_amoena",384.8,42.67134,-80.40361
"135","Chymomyza_amoena",384.8,54.48227,43.522
"136","Chymomyza_amoena",384.8,51.95,5.75
"137","Chymomyza_amoena",384.8,51.45,6.15
"138","Chymomyza_amoena",384.8,52.2,5.2
"139","Chymomyza_amoena",384.8,51.65,5.3
"140","Chymomyza_amoena",384.8,51.6,5.1
"141","Chymomyza_amoena",384.8,52,4.3
"142","Chymomyza_amoena",384.8,51.6,4.85
"143","Chymomyza_amoena",384.8,52,5.75
"144","Chymomyza_amoena",384.8,51.95,5.7
"145","Chymomyza_amoena",384.8,52.15,5.35
"146","Chymomyza_amoena",384.8,51.35,5.15
"147","Chymomyza_amoena",384.8,50.75,5.9
"148","Chymomyza_amoena",384.8,52.15,5.35
"149","Chymomyza_amoena",384.8,51.4,5.5
"150","Chymomyza_amoena",384.8,52.5,5.9
"151","Chymomyza_amoena",384.8,51.95,5.45
"152","Chymomyza_amoena",384.8,51.65,5.3
"153","Chymomyza_amoena",384.8,52.3,4.6
"154","Chymomyza_amoena",384.8,53.35,6.3
"155","Chymomyza_amoena",384.8,53.35,6.3
"156","Chymomyza_amoena",384.8,52.5,6.25
"157","Chymomyza_amoena",384.8,51.95,5.65
"158","Chymomyza_amoena",384.8,51.75,5.55
"159","Chymomyza_amoena",384.8,53.05,6.65
"160","Chymomyza_amoena",384.8,51.75,5.55
"161","Chymomyza_amoena",384.8,51.75,5.9
"162","Chymomyza_amoena",384.8,52.25,5.6
"163","Chymomyza_amoena",384.8,53.1,6.1
"164","Chymomyza_amoena",384.8,51.4,5.5
"165","Chymomyza_amoena",384.8,52.40199,9.811271
"166","Chymomyza_amoena",384.8,52.40199,9.811271
"167","Chymomyza_amoena",384.8,57.68548,11.9398
"168","Chymomyza_amoena",384.8,40.04728,-105.287263
"169","Chymomyza_amoena",384.8,43.18928,-74.198174
"170","Chymomyza_amoena",384.8,34.17268,-80.943777
"171","Chymomyza_amoena",384.8,33.13632,-96.561507
"172","Chymomyza_amoena",384.8,50.15166,19.256729
"173","Chymomyza_amoena",384.8,39.02819,-77.110711
"174","Chymomyza_amoena",384.8,35.71193,-83.567814
"175","Chymomyza_amoena",384.8,43.64048,-85.829746
"176","Chymomyza_amoena",384.8,39.33552,-82.097363
"177","Chymomyza_amoena",384.8,51.62779,4.847738
"178","Chymomyza_amoena",384.8,40.19404,-88.315007
"179","Chymomyza_amoena",384.8,51.6373,5.1325
"180","Chymomyza_amoena",384.8,45.17313,-93.018677
"181","Chymomyza_amoena",384.8,43.43782,-80.536379
"182","Chymomyza_amoena",384.8,43.64669,-80.017663
"183","Chymomyza_amoena",384.8,40.58508,-89.002993
"184","Chymomyza_amoena",384.8,41.47308,-81.49274
"185","Chymomyza_amoena",384.8,46.27115,-79.567434
"186","Chymomyza_amoena",384.8,42.5947,-83.182834
"187","Chymomyza_amoena",384.8,41.30867,-111.930037
"188","Chymomyza_amoena",384.8,43.31362,-73.664515
"189","Chymomyza_amoena",384.8,53.099,10.849169
"190","Chymomyza_amoena",384.8,41.30867,-111.930037
"191","Chymomyza_amoena",384.8,42.89889,-88.160221
"192","Chymomyza_amoena",384.8,51.09241,6.588245
"193","Chymomyza_amoena",384.8,43.31367,-73.664604
"194","Chymomyza_amoena",384.8,36.1272,-84.458245
"195","Chymomyza_amoena",384.8,33.03532,-96.728032
"196","Chymomyza_amoena",384.8,53.51033,-113.540433
"197","Chymomyza_amoena",384.8,45.79201,-82.336915
"198","Chymomyza_amoena",384.8,45.79202,-82.336979
"199","Chymomyza_amoena",384.8,40.37941,-79.902721
"200","Chymomyza_amoena",384.8,59.87707,17.616598
"201","Chymomyza_amoena",384.8,41.73661,-70.04534
"202","Chymomyza_amoena",384.8,54.48071,43.5244
"203","Chymomyza_amoena",384.8,51.65,5.55
"204","Chymomyza_amoena",384.8,52.15,5.35
"205","Chymomyza_amoena",384.8,51.75,5.55
"206","Chymomyza_amoena",384.8,50.9,5.9
"207","Chymomyza_amoena",384.8,52,5.9
"208","Chymomyza_amoena",384.8,51.75,5.55
"209","Chymomyza_amoena",384.8,51.95,5.95
"210","Chymomyza_amoena",384.8,52.1,5.2
"211","Chymomyza_amoena",384.8,51.2,5.95
"212","Chymomyza_amoena",384.8,51.6,4.8
"213","Chymomyza_amoena",384.8,51.6,5.1
"214","Chymomyza_amoena",384.8,51.95,5.95
"215","Chymomyza_amoena",384.8,51.75,5.55
"216","Chymomyza_amoena",384.8,51.95,5.9
"217","Chymomyza_amoena",384.8,52,4.7
"218","Chymomyza_amoena",384.8,52.65,4.65
"219","Chymomyza_amoena",384.8,52.95,7
"220","Chymomyza_amoena",384.8,53.25,4.95
"221","Chymomyza_amoena",384.8,59.35658,18.06339
"222","Chymomyza_amoena",384.8,46.54924,-87.521904
"223","Chymomyza_amoena",384.8,39.81797,-75.073367
"224","Chymomyza_amoena",384.8,43.79238,-79.479538
"225","Chymomyza_amoena",384.8,42.6042,-71.61682
"226","Chymomyza_amoena",384.8,50.15,19.25
"227","Chymomyza_amoena",384.8,43.16724,-71.369382
"228","Chymomyza_amoena",384.8,43.13767,-71.398611
"229","Chymomyza_amoena",384.8,43.07112,-71.355641
"230","Chymomyza_amoena",384.8,41.30867,-111.930037
